AGEP,PINCP,POVPIP
63,60000.0,321
5,N,N
35,12000.0,218
19,1000.0,N
29,122000.0,501
78,113600.0,501
68,27000.0,226
50,71000.0,501
2,N,165
19,10000.0,501
38,197000.0,501
64,9600.0,72
48,112500.0,501
19,3000.0,N
13,N,335
49,30000.0,227
79,33300.0,501
54,21000.0,277
23,5400.0,41
63,173000.0,501
48,13000.0,501
52,44000.0,261
46,28000.0,213
60,11000.0,501
29,6000.0,368
47,45000.0,248
72,9400.0,76
35,100000.0,501
35,150000.0,501
58,0.0,501
72,80000.0,501
61,0.0,362
22,3000.0,151
60,42100.0,395
63,82000.0,501
55,8000.0,179
57,26000.0,220
30,9400.0,N
6,N,132
28,24000.0,178
38,44200.0,427
45,24000.0,257
3,N,501
5,N,501
55,10800.0,71
31,11200.0,206
18,1000.0,366
14,N,169
29,38400.0,291
17,0.0,70
6,N,116
29,0.0,122
26,2500.0,15
34,43000.0,501
36,40000.0,159
9,N,408
29,50000.0,380
61,11900.0,469
34,0.0,269
80,42000.0,345
66,11000.0,90
88,86000.0,501
66,29440.0,194
79,6000.0,501
57,9500.0,72
59,96000.0,501
73,7800.0,387
67,17000.0,140
45,45000.0,265
65,9000.0,59
25,10000.0,75
3,N,501
73,58000.0,501
35,37000.0,218
27,0.0,234
25,25000.0,188
44,80000.0,501
22,25000.0,175
30,8400.0,63
43,0.0,501
44,0.0,409
65,94150.0,501
53,320000.0,501
61,37000.0,182
64,18400.0,140
11,N,121
64,4800.0,36
30,2000.0,304
35,20000.0,182
17,270.0,0
9,N,324
56,80000.0,501
58,12000.0,261
7,N,101
62,30000.0,232
50,70000.0,501
67,71500.0,501
40,47000.0,367
24,0.0,117
46,300000.0,501
18,0.0,N
28,0.0,105
64,24400.0,199
58,0.0,0
60,11000.0,501
64,19900.0,468
87,12000.0,157
18,2900.0,226
10,N,501
9,N,501
69,30000.0,298
3,N,501
48,21800.0,291
41,0.0,356
49,35000.0,501
6,N,501
59,0.0,0
32,192000.0,501
54,6000.0,501
68,40900.0,327
57,11500.0,501
10,N,132
64,75000.0,501
52,52000.0,384
13,N,161
65,70000.0,501
60,15400.0,117
39,130000.0,501
53,98000.0,501
36,100000.0,391
28,21600.0,194
4,N,501
60,182100.0,501
36,24900.0,265
24,0.0,30
30,30000.0,229
22,1100.0,11
70,84000.0,501
12,N,159
16,800.0,136
1,N,501
45,250000.0,501
51,144000.0,501
63,155000.0,501
52,150000.0,501
19,34000.0,N
85,0.0,199
69,16800.0,274
31,100000.0,501
4,N,501
55,814000.0,501
85,25900.0,380
33,40000.0,305
61,59000.0,447
64,20500.0,154
40,574000.0,501
30,36000.0,273
65,49900.0,407
6,N,129
46,552000.0,501
4,N,263
54,0.0,134
71,21600.0,171
93,16800.0,138
65,13100.0,217
21,22600.0,308
48,32000.0,501
57,10600.0,80
23,20000.0,501
66,56200.0,197
6,N,99
22,3000.0,22
60,68000.0,501
10,N,462
42,30000.0,232
27,24000.0,332
45,50000.0,501
3,N,248
60,220000.0,501
75,352000.0,501
51,3000.0,368
76,7600.0,501
5,N,404
74,10100.0,130
26,0.0,501
86,45400.0,501
38,115000.0,311
45,150200.0,501
53,0.0,111
62,6600.0,37
38,6000.0,501
64,19900.0,152
16,0.0,183
4,N,105
5,N,166
21,10400.0,501
43,180000.0,501
10,N,239
52,24600.0,187
68,0.0,6
16,0.0,176
55,15000.0,76
2,N,200
17,1000.0,501
69,43800.0,358
24,32000.0,244
25,0.0,0
77,16400.0,107
10,N,172
48,24000.0,341
47,0.0,N
7,N,124
9,N,316
84,50800.0,499
36,402000.0,501
20,7700.0,501
62,20900.0,159
58,40010.0,302
81,0.0,0
63,54000.0,501
10,N,N
59,11600.0,139
53,90000.0,501
40,0.0,344
54,375000.0,501
25,62000.0,305
17,400.0,501
43,45000.0,440
86,23400.0,208
73,17400.0,145
29,58000.0,439
67,27800.0,364
58,6000.0,45
58,99000.0,501
89,25000.0,N
54,200000.0,501
1,N,186
57,110000.0,501
57,32000.0,244
23,15800.0,501
42,80000.0,378
16,0.0,63
65,2850.0,501
17,0.0,71
14,N,501
44,60000.0,356
32,406000.0,501
85,369000.0,501
34,0.0,0
57,41000.0,479
72,35000.0,463
27,12000.0,N
22,0.0,0
31,60000.0,501
8,N,501
54,42000.0,483
51,261000.0,501
6,N,342
94,47200.0,501
12,N,501
74,18200.0,214
33,16000.0,202
25,0.0,N
48,17000.0,501
4,N,142
39,40000.0,266
69,12100.0,235
2,N,3
40,8400.0,248
68,1400.0,11
46,215000.0,501
11,N,501
49,423000.0,501
0,N,501
33,47000.0,N
16,50.0,56
20,0.0,69
64,0.0,501
10,N,68
75,142900.0,501
42,120000.0,501
40,21800.0,166
23,7800.0,370
76,87000.0,501
16,0.0,501
56,92000.0,501
70,7100.0,501
61,0.0,501
26,37000.0,398
70,53400.0,452
15,0.0,219
16,9400.0,501
33,50000.0,253
58,64000.0,501
23,12000.0,265
11,N,364
49,12000.0,497
6,N,412
64,9790.0,74
78,4350.0,N
13,N,488
21,0.0,171
2,N,501
6,N,3
79,3600.0,117
23,60.0,1
47,48000.0,309
9,N,58
70,13000.0,106
37,65000.0,489
56,210400.0,501
25,24000.0,183
42,100000.0,501
13,N,466
31,24100.0,76
18,0.0,501
6,N,501
59,140000.0,501
46,108900.0,501
77,73800.0,501
52,50000.0,333
47,20000.0,103
29,32000.0,139
52,21000.0,243
94,10800.0,74
18,32000.0,N
50,24000.0,247
60,25000.0,501
10,N,100
23,0.0,501
8,N,237
36,100000.0,501
30,70000.0,332
23,10050.0,501
18,27000.0,N
50,275000.0,501
57,10600.0,N
82,17300.0,124
31,0.0,346
80,144700.0,501
13,N,501
23,0.0,0
21,0.0,80
19,27000.0,311
73,17600.0,210
36,0.0,0
15,0.0,307
14,N,136
66,11900.0,501
31,27000.0,146
79,35510.0,297
0,N,501
93,5400.0,48
47,30000.0,180
2,N,105
10,N,233
20,0.0,0
37,386300.0,501
7,N,101
2,N,501
71,18300.0,149
59,35000.0,267
14,N,157
43,75000.0,463
55,20000.0,282
55,90000.0,501
22,0.0,0
86,109000.0,501
36,23900.0,141
70,46900.0,324
52,262000.0,501
76,9000.0,75
59,69000.0,407
26,33000.0,177
25,42000.0,434
69,38200.0,166
63,54000.0,501
13,N,124
48,75000.0,266
54,32000.0,231
16,7000.0,297
52,39000.0,236
17,5000.0,501
50,47000.0,278
64,360000.0,501
77,75300.0,501
65,6400.0,266
12,N,501
52,0.0,N
54,210000.0,501
61,130000.0,501
53,62200.0,501
64,1500.0,53
2,N,261
53,52000.0,395
51,14900.0,N
43,140000.0,501
74,37200.0,298
45,135000.0,501
31,36500.0,277
39,53000.0,377
36,3000.0,501
35,170000.0,501
47,230000.0,501
39,12000.0,90
3,N,501
65,52000.0,428
17,0.0,501
33,52000.0,501
30,84500.0,501
22,2800.0,501
68,40200.0,414
78,23800.0,195
2,N,501
50,39000.0,294
31,58000.0,439
16,0.0,396
10,N,501
44,50000.0,381
7,N,265
0,N,33
28,8000.0,N
23,12000.0,265
65,17600.0,133
22,520.0,N
44,120000.0,501
17,5000.0,N
53,514000.0,501
35,100000.0,501
11,N,116
73,57200.0,501
74,24800.0,203
49,81600.0,501
67,19000.0,188
16,7000.0,207
67,20400.0,186
62,201200.0,501
52,74000.0,482
92,27600.0,269
21,2150.0,N
49,24000.0,501
16,0.0,501
57,16200.0,37
21,0.0,N
76,0.0,501
4,N,501
78,8000.0,501
28,145000.0,501
44,70000.0,463
28,62000.0,467
44,0.0,0
5,N,132
25,600.0,5
35,10000.0,322
67,311000.0,501
72,48000.0,501
58,9300.0,70
24,23100.0,180
7,N,501
67,40200.0,305
16,3000.0,371
46,215000.0,501
11,N,246
4,N,247
14,N,501
10,N,501
3,N,103
2,N,168
24,130000.0,501
83,147500.0,501
62,40000.0,305
49,15000.0,104
17,0.0,37
2,N,501
76,239200.0,501
48,100000.0,501
2,N,3
12,N,501
27,35000.0,501
25,35000.0,267
70,127000.0,501
46,103000.0,501
34,200000.0,501
34,95000.0,501
25,1200.0,7
27,120000.0,501
49,130000.0,501
20,0.0,N
39,50000.0,165
9,N,136
23,20000.0,153
47,0.0,205
26,47000.0,501
18,5000.0,N
26,30000.0,362
39,53000.0,375
40,17500.0,88
8,N,501
7,N,501
56,70700.0,501
21,36000.0,N
15,0.0,501
62,5000.0,102
52,4900.0,219
37,138000.0,501
34,25000.0,97
86,15000.0,123
71,187000.0,501
41,120000.0,501
55,0.0,0
16,0.0,266
53,40000.0,237
5,N,501
66,21200.0,501
9,N,136
52,170200.0,501
29,63000.0,481
22,6000.0,45
24,9000.0,69
43,14440.0,338
56,0.0,310
58,0.0,54
12,N,314
2,N,501
52,0.0,501
22,520.0,2
37,518000.0,501
66,102080.0,501
1,N,39
89,12000.0,445
21,3500.0,N
10,N,206
26,50000.0,382
70,18800.0,242
65,70000.0,501
38,12000.0,501
64,40000.0,501
27,74000.0,501
70,63000.0,501
28,62000.0,467
13,N,56
64,65000.0,501
38,90000.0,109
51,13600.0,103
22,0.0,0
46,31000.0,334
64,30000.0,227
32,100000.0,501
51,44400.0,501
14,N,501
33,85000.0,501
59,48700.0,372
32,82000.0,501
58,104200.0,501
60,36000.0,337
55,101500.0,501
21,8000.0,61
30,0.0,475
7,N,0
23,5000.0,N
27,21100.0,244
41,2600.0,71
74,13500.0,293
28,20000.0,150
69,21400.0,501
72,68100.0,501
5,N,46
70,16830.0,135
24,4000.0,97
30,190.0,0
35,25000.0,189
33,3500.0,406
53,36000.0,501
23,5400.0,41
24,24000.0,183
66,17300.0,249
19,0.0,86
20,0.0,189
5,N,335
18,14000.0,N
13,N,16
63,15000.0,501
45,62000.0,455
26,155000.0,501
40,65000.0,378
29,3440.0,N
10,N,188
61,10000.0,115
34,29900.0,234
81,24000.0,440
33,0.0,0
38,16600.0,113
36,55000.0,501
21,670.0,501
5,N,501
67,79100.0,501
56,17500.0,132
25,48000.0,336
52,5000.0,N
85,24500.0,282
48,48000.0,465
3,N,501
4,N,60
57,41000.0,479
70,29740.0,501
5,N,183
49,75000.0,501
36,13000.0,66
52,24000.0,329
58,12900.0,96
48,15000.0,113
80,85000.0,501
55,55000.0,416
6,N,352
31,43000.0,326
16,0.0,38
76,15000.0,123
81,44600.0,476
61,173500.0,501
1,N,501
18,3300.0,N
30,0.0,N
80,43000.0,379
31,14100.0,106
62,36800.0,359
36,105000.0,501
95,10700.0,N
5,N,148
61,100180.0,501
5,N,501
71,21600.0,305
42,160000.0,501
70,0.0,394
0,N,98
59,32000.0,395
76,9400.0,76
39,48000.0,349
14,N,501
64,14600.0,501
8,N,194
6,N,60
85,13200.0,373
18,0.0,N
45,89000.0,489
16,1000.0,473
55,10000.0,76
56,7200.0,54
2,N,186
46,11000.0,134
61,9300.0,70
51,204000.0,501
42,0.0,501
5,N,501
61,22000.0,189
81,17000.0,127
24,0.0,324
13,N,501
29,41600.0,443
18,0.0,39
31,30000.0,181
20,11500.0,N
20,7000.0,501
72,25800.0,501
71,21000.0,171
21,0.0,N
23,0.0,0
61,65000.0,491
12,N,350
86,0.0,188
35,30000.0,90
50,38200.0,294
79,0.0,501
29,20000.0,167
35,41600.0,407
8,N,501
64,5000.0,324
40,116900.0,501
32,35000.0,267
59,32000.0,244
36,58000.0,455
0,N,501
11,N,409
9,N,501
58,8800.0,64
78,20230.0,348
90,29500.0,244
46,108900.0,501
7,N,501
50,125000.0,501
62,100000.0,501
48,250000.0,501
75,21000.0,172
4,N,501
42,285000.0,501
36,5000.0,37
47,16200.0,130
59,93000.0,501
5,N,317
50,75000.0,501
39,8000.0,40
48,92000.0,501
63,50000.0,219
18,3000.0,417
17,0.0,286
4,N,92
51,185000.0,501
52,0.0,N
11,N,124
21,0.0,501
34,82200.0,501
74,38900.0,501
58,0.0,0
64,0.0,56
76,17500.0,143
65,40000.0,351
67,86300.0,501
33,86000.0,501
47,28200.0,148
71,59200.0,501
65,11200.0,N
31,115000.0,501
40,32000.0,241
77,448000.0,501
25,0.0,89
45,34000.0,501
67,262000.0,501
58,90000.0,501
34,30000.0,150
51,10700.0,80
68,5500.0,278
33,0.0,486
25,0.0,0
22,1900.0,N
32,242300.0,501
7,N,103
56,30000.0,501
46,150000.0,501
40,54000.0,501
67,47000.0,397
7,N,501
33,21000.0,249
55,30000.0,332
43,140000.0,501
47,6900.0,62
48,26000.0,127
15,0.0,362
65,22000.0,199
60,89000.0,501
26,85000.0,487
19,0.0,N
19,25400.0,200
36,4800.0,501
18,26400.0,N
45,60000.0,501
4,N,501
77,13100.0,107
32,80000.0,501
35,31000.0,102
18,0.0,N
3,N,206
74,71800.0,501
34,140000.0,501
19,3500.0,501
68,0.0,275
60,35000.0,266
68,3000.0,263
71,27250.0,501
6,N,425
57,90000.0,501
74,66000.0,501
58,47500.0,392
79,80900.0,501
94,58800.0,485
18,1300.0,159
30,20000.0,243
66,29000.0,468
19,3700.0,500
46,0.0,58
14,N,501
6,N,501
7,N,39
50,21700.0,320
77,40800.0,384
67,27000.0,322
52,2000.0,13
36,310000.0,501
51,148520.0,501
30,69000.0,501
35,0.0,212
68,102500.0,501
72,56500.0,450
62,40000.0,501
22,2000.0,454
63,0.0,501
20,120.0,501
68,0.0,275
62,6000.0,45
16,0.0,394
52,50400.0,298
53,186000.0,501
17,0.0,194
76,113800.0,501
11,N,299
38,36800.0,408
85,18900.0,156
41,0.0,0
28,68000.0,501
39,30000.0,119
21,0.0,0
71,79700.0,501
18,8700.0,N
30,31000.0,344
33,85000.0,501
23,0.0,N
30,0.0,99
43,5900.0,45
78,85000.0,501
56,0.0,501
77,12000.0,98
2,N,501
25,45040.0,358
54,112500.0,501
27,510.0,6
19,300.0,108
40,80000.0,388
21,7500.0,N
30,20360.0,156
45,40000.0,227
42,0.0,145
55,493000.0,501
46,152000.0,501
22,0.0,0
74,22500.0,185
0,N,501
90,17900.0,256
80,43000.0,379
33,0.0,239
61,0.0,N
7,N,384
66,78400.0,501
75,16800.0,N
79,5100.0,275
19,8000.0,N
28,40000.0,301
66,19500.0,161
63,67500.0,501
42,31600.0,475
19,12900.0,N
53,55000.0,501
14,N,501
20,0.0,N
2,N,19
52,91000.0,501
28,45000.0,343
48,122000.0,501
55,-5100.0,86
76,174700.0,501
79,223000.0,501
35,98000.0,490
1,N,501
46,111300.0,501
54,114000.0,501
66,57900.0,501
21,60150.0,501
30,190.0,16
18,0.0,364
1,N,501
26,106040.0,501
24,80000.0,501
65,69900.0,501
44,20000.0,295
94,58800.0,482
31,14400.0,82
57,17700.0,501
21,0.0,425
30,2000.0,15
92,51300.0,398
50,0.0,0
31,30000.0,204
24,28000.0,217
27,910.0,N
21,19000.0,472
30,3000.0,17
33,25000.0,298
50,125000.0,501
52,12800.0,239
77,18010.0,345
65,6000.0,68
73,0.0,2
50,55000.0,501
69,42200.0,350
10,N,501
25,1800.0,7
37,140000.0,501
13,N,501
23,0.0,N
33,52000.0,257
87,73500.0,501
28,104000.0,501
94,10000.0,82
60,80000.0,501
40,80000.0,388
41,423000.0,501
26,53000.0,402
31,0.0,0
71,22600.0,187
75,84000.0,501
10,N,389
4,N,133
64,24000.0,217
30,18000.0,103
72,40000.0,393
61,0.0,N
23,0.0,0
28,85000.0,501
52,600.0,210
30,35000.0,367
55,10000.0,76
51,25000.0,189
60,8500.0,66
65,40000.0,501
2,N,501
3,N,62
29,13000.0,109
75,58400.0,501
29,0.0,N
45,30000.0,147
2,N,501
28,21700.0,501
11,N,147
3,N,234
19,0.0,N
10,N,82
63,107000.0,501
47,75500.0,501
14,N,501
12,N,501
49,0.0,160
93,1400.0,15
17,930.0,28
3,N,189
63,57450.0,340
45,52000.0,501
57,958200.0,501
52,95400.0,320
54,150000.0,501
20,0.0,30
35,150000.0,N
11,N,144
39,70000.0,501
23,18000.0,137
44,120000.0,501
39,120000.0,501
19,0.0,N
44,35000.0,209
72,33200.0,274
18,13000.0,314
25,31000.0,235
54,25000.0,139
67,53000.0,501
44,178000.0,501
70,15600.0,119
80,21650.0,178
49,12600.0,183
22,15000.0,114
62,0.0,0
62,50000.0,501
11,N,310
50,55000.0,416
24,42000.0,291
67,100200.0,501
41,1000.0,7
37,40000.0,304
56,52000.0,394
5,N,284
54,410000.0,501
78,112600.0,501
81,20400.0,257
49,20000.0,501
20,2300.0,N
58,57000.0,430
18,0.0,501
19,0.0,279
42,40000.0,501
63,74000.0,362
15,0.0,501
64,5700.0,43
45,60000.0,367
94,78000.0,501
67,120000.0,501
10,N,501
40,59600.0,328
39,225000.0,501
6,N,114
69,74000.0,501
58,20000.0,227
13,N,41
46,25200.0,501
3,N,241
67,27000.0,501
27,0.0,N
27,0.0,0
45,108500.0,364
13,N,56
62,120000.0,501
89,59100.0,436
3,N,501
38,172000.0,501
43,35000.0,267
76,125000.0,501
21,10500.0,79
49,70000.0,501
67,30000.0,197
45,40000.0,367
73,507900.0,501
16,9400.0,337
49,36600.0,501
70,79400.0,501
43,40000.0,208
36,30200.0,228
29,27200.0,461
43,0.0,501
57,55000.0,501
32,63000.0,476
60,74300.0,501
42,521000.0,501
56,37000.0,312
36,195000.0,501
45,40000.0,367
33,28000.0,501
51,55000.0,427
67,12400.0,84
10,N,0
24,78000.0,501
41,160000.0,501
2,N,362
17,0.0,202
72,9000.0,117
36,13000.0,501
1,N,34
28,104000.0,501
43,110000.0,501
44,8000.0,68
59,18000.0,148
15,0.0,501
25,9000.0,248
89,16100.0,N
50,52500.0,408
60,725000.0,501
50,60000.0,329
32,238000.0,501
63,75000.0,501
57,90000.0,501
67,31400.0,437
87,14500.0,119
20,0.0,N
26,155000.0,501
78,6000.0,268
58,21600.0,160
12,N,57
64,16600.0,244
20,0.0,N
40,90000.0,501
41,132000.0,501
46,35000.0,501
67,79100.0,501
31,88000.0,501
83,61500.0,448
87,52400.0,442
16,0.0,98
43,275000.0,501
52,9500.0,72
19,1000.0,N
87,1600.0,102
72,55700.0,501
19,5000.0,37
0,N,112
70,52500.0,441
76,16700.0,N
69,17700.0,146
35,65000.0,N
55,76000.0,501
40,35000.0,172
33,97200.0,501
28,60000.0,452
1,N,501
67,9400.0,298
10,N,174
13,N,118
9,N,501
24,30000.0,227
73,9500.0,78
13,N,162
29,100000.0,501
34,42000.0,318
22,20000.0,145
15,0.0,149
35,5600.0,341
0,N,501
24,18000.0,137
12,N,6
14,N,151
64,77610.0,501
63,115000.0,501
61,100000.0,501
56,12200.0,59
83,270000.0,501
24,24000.0,180
2,N,93
26,33000.0,177
27,100000.0,501
6,N,187
83,18000.0,501
61,20000.0,501
31,320.0,150
55,145000.0,501
71,23000.0,190
67,18000.0,246
62,45000.0,501
19,17000.0,N
44,69350.0,268
36,105000.0,501
66,35000.0,501
41,120000.0,501
35,63000.0,362
72,31200.0,501
79,43500.0,360
53,516100.0,501
57,0.0,501
23,0.0,501
56,75000.0,501
63,0.0,501
39,44400.0,216
50,80000.0,501
82,19200.0,224
75,156700.0,501
63,28400.0,228
5,N,501
50,10600.0,80
30,9300.0,70
32,30500.0,231
31,3000.0,N
0,N,501
64,25000.0,187
9,N,N
77,26000.0,441
79,76300.0,501
50,0.0,N
44,283000.0,501
29,40000.0,129
56,110000.0,501
62,129000.0,501
25,106900.0,501
52,71000.0,501
34,9000.0,68
0,N,221
11,N,89
70,18000.0,146
18,0.0,N
13,N,488
14,N,501
33,40000.0,305
30,9400.0,N
47,26700.0,204
32,30000.0,228
84,36160.0,127
28,22000.0,501
47,251000.0,501
55,66800.0,501
5,N,19
48,46000.0,351
64,1000.0,7
3,N,292
44,43000.0,501
18,34900.0,N
45,171000.0,501
2,N,501
54,0.0,501
24,92000.0,501
26,120000.0,501
27,70090.0,501
54,120000.0,501
24,0.0,N
34,48000.0,234
11,N,165
90,86000.0,501
10,N,501
52,45000.0,400
79,68900.0,501
43,128000.0,501
24,12000.0,91
67,33500.0,209
55,32000.0,400
48,40000.0,328
28,50000.0,370
30,0.0,121
57,0.0,384
75,168100.0,501
12,N,116
1,N,299
14,N,501
9,N,124
4,N,501
54,6000.0,501
12,N,201
19,0.0,N
88,9400.0,76
25,4000.0,30
88,40000.0,501
18,0.0,31
74,15000.0,501
48,0.0,501
26,80000.0,501
21,0.0,192
29,27800.0,494
19,32000.0,312
31,25000.0,414
63,9500.0,501
32,95000.0,501
65,133500.0,501
38,10700.0,227
31,52000.0,501
55,78000.0,385
6,N,74
15,0.0,501
24,15000.0,501
20,400.0,19
27,28000.0,435
3,N,101
10,N,501
54,80000.0,501
52,54000.0,408
66,25800.0,211
19,0.0,N
54,30000.0,352
37,29000.0,501
70,50800.0,327
79,30000.0,247
44,30000.0,248
68,11000.0,118
26,4300.0,32
5,N,149
10,N,122
23,155000.0,501
5,N,183
67,0.0,0
60,15600.0,119
46,27000.0,437
81,14400.0,205
54,0.0,182
28,36000.0,281
80,62500.0,501
34,0.0,310
21,6700.0,137
62,45200.0,265
58,9000.0,68
45,137000.0,501
57,12000.0,91
53,80000.0,362
76,23000.0,249
13,N,501
17,0.0,94
50,10000.0,501
73,12000.0,98
28,36000.0,273
10,N,N
84,81300.0,501
71,85700.0,501
16,5000.0,297
8,N,501
29,122000.0,501
21,20000.0,151
18,0.0,N
35,5000.0,267
40,385000.0,501
11,N,501
25,50000.0,434
28,4600.0,37
77,10000.0,193
84,8400.0,69
28,64000.0,483
46,0.0,0
45,250000.0,501
38,96120.0,N
73,21900.0,137
88,11400.0,178
52,700.0,5
27,135000.0,501
54,30100.0,227
25,62000.0,501
20,23600.0,N
4,N,415
56,52000.0,394
4,N,388
6,N,501
25,130000.0,501
33,16900.0,127
27,88000.0,501
48,22200.0,86
13,N,501
90,8700.0,501
44,8900.0,76
67,36000.0,175
22,10000.0,76
3,N,243
72,18000.0,127
20,0.0,N
54,42800.0,501
5,N,35
77,93000.0,501
32,0.0,189
65,65000.0,501
50,571000.0,501
15,1400.0,501
48,12200.0,90
41,250000.0,501
4,N,501
21,12000.0,90
6,N,319
71,190400.0,501
9,N,110
72,41700.0,501
10,N,366
18,13000.0,343
32,91090.0,501
65,10000.0,235
56,40000.0,304
26,33200.0,250
25,9000.0,248
40,69040.0,501
55,1560.0,221
64,67500.0,501
19,1500.0,N
44,15000.0,307
29,44100.0,342
43,4000.0,30
34,21800.0,501
31,0.0,N
19,35000.0,N
42,14400.0,447
10,N,501
79,68900.0,501
17,4000.0,288
28,1700.0,76
29,40000.0,297
47,42000.0,501
69,41000.0,481
8,N,501
71,102790.0,501
0,N,280
47,25000.0,501
40,32000.0,319
52,24000.0,329
46,30000.0,228
45,68700.0,501
25,22000.0,501
58,0.0,353
64,60000.0,501
1,N,126
76,23000.0,212
10,N,N
18,0.0,N
60,59000.0,445
32,42000.0,327
40,33000.0,501
33,0.0,0
63,41400.0,316
42,100000.0,501
43,5000.0,501
71,10300.0,84
31,30000.0,501
61,11900.0,501
60,10000.0,222
56,20300.0,153
53,0.0,35
49,15800.0,N
0,N,501
9,N,34
50,170000.0,501
60,9200.0,91
49,35000.0,501
56,17520.0,501
24,42600.0,326
9,N,501
87,18900.0,458
15,0.0,367
33,26500.0,290
52,39000.0,N
74,34600.0,501
35,63000.0,362
24,9000.0,274
69,41000.0,481
89,37000.0,501
4,N,501
1,N,501
41,45000.0,258
30,153000.0,501
64,24000.0,217
59,0.0,0
53,40000.0,301
58,45000.0,343
67,42000.0,449
27,35000.0,378
56,10600.0,80
68,37600.0,501
46,30000.0,226
29,63000.0,501
41,31900.0,158
54,92000.0,501
62,13200.0,99
6,N,369
57,50000.0,501
44,306000.0,501
39,140110.0,501
0,N,501
30,5000.0,34
67,10000.0,298
60,106000.0,501
32,238000.0,501
49,100000.0,501
33,2600.0,10
60,0.0,61
32,8800.0,40
49,342000.0,501
21,14000.0,112
74,27600.0,206
49,11000.0,83
94,23000.0,N
11,N,77
65,6400.0,53
51,74050.0,501
87,9600.0,N
43,30000.0,229
61,11000.0,501
20,11100.0,N
68,39200.0,324
5,N,320
10,N,184
25,13000.0,98
53,320000.0,501
29,3440.0,25
67,27400.0,225
6,N,501
45,250000.0,501
67,14400.0,140
44,20800.0,159
47,150000.0,501
83,5600.0,46
62,0.0,0
45,68000.0,501
34,111000.0,501
25,25000.0,501
77,22000.0,189
56,16900.0,313
49,525000.0,501
62,125000.0,501
26,45000.0,424
17,0.0,37
81,33060.0,387
23,19000.0,148
56,0.0,0
7,N,501
3,N,187
7,N,405
28,68000.0,501
55,179600.0,501
73,18130.0,148
64,880.0,6
65,12300.0,100
87,2500.0,37
22,1500.0,9
16,0.0,40
64,150000.0,501
53,34000.0,258
68,20500.0,168
71,9500.0,78
17,3500.0,102
19,0.0,0
56,185000.0,501
32,60000.0,454
43,80000.0,501
66,38000.0,415
17,14400.0,129
38,0.0,430
29,150000.0,501
53,514000.0,501
26,53000.0,412
8,N,168
48,0.0,501
20,8000.0,60
76,125000.0,501
45,215000.0,501
7,N,501
68,35700.0,199
80,8800.0,406
60,0.0,N
6,N,208
66,52000.0,393
48,0.0,N
41,32500.0,110
59,0.0,0
27,99030.0,501
61,9000.0,69
18,2400.0,78
58,19000.0,144
39,105000.0,501
29,90000.0,501
60,492100.0,501
56,136600.0,501
87,206000.0,501
69,23600.0,196
59,11600.0,139
51,930.0,197
40,1100.0,8
58,9100.0,69
20,0.0,N
22,0.0,N
48,80000.0,501
58,35300.0,460
50,125000.0,501
74,27600.0,206
57,31000.0,178
70,30000.0,246
55,32000.0,400
24,70000.0,501
45,389000.0,501
42,20000.0,154
25,150000.0,501
80,12000.0,501
90,75000.0,501
21,0.0,N
7,N,181
75,29700.0,224
40,3000.0,75
51,72000.0,501
5,N,N
35,38000.0,218
59,173000.0,501
24,46030.0,350
36,55000.0,501
64,1800.0,13
6,N,501
77,0.0,501
72,36200.0,266
80,9300.0,297
25,5500.0,38
66,461000.0,501
73,17600.0,142
27,41600.0,501
74,159900.0,501
39,147000.0,501
43,30000.0,189
18,600.0,362
78,37200.0,259
76,13400.0,501
74,10900.0,90
60,48000.0,366
81,9500.0,78
64,25380.0,174
66,13200.0,341
10,N,241
88,27200.0,238
46,17000.0,501
40,31300.0,398
20,6000.0,45
71,9200.0,75
77,1200.0,N
50,24000.0,501
6,N,138
54,26000.0,215
28,52000.0,455
24,10000.0,58
62,52700.0,406
67,163600.0,501
49,100000.0,501
15,0.0,329
70,11200.0,478
3,N,175
46,85000.0,499
0,N,176
22,29000.0,321
81,24000.0,180
59,15000.0,113
17,480.0,393
26,105100.0,501
83,64100.0,501
13,N,120
38,70000.0,48
39,90000.0,449
23,200.0,0
23,45000.0,339
0,N,285
49,80000.0,501
44,140000.0,501
71,25000.0,468
52,128000.0,501
79,35510.0,268
75,58800.0,485
23,7000.0,370
70,42400.0,501
17,0.0,156
4,N,372
29,31000.0,178
58,156000.0,501
88,66000.0,472
27,36000.0,275
44,35000.0,501
68,95000.0,501
25,30500.0,235
9,N,501
34,52000.0,150
6,N,123
23,54000.0,407
22,0.0,0
72,28000.0,228
16,4000.0,501
62,26200.0,293
29,27200.0,494
23,23000.0,241
17,5000.0,37
85,7800.0,250
62,39100.0,186
65,100.0,152
60,183050.0,501
27,86050.0,501
40,0.0,364
67,36400.0,501
37,150000.0,501
85,0.0,219
11,N,17
34,80000.0,310
65,21620.0,501
56,16000.0,147
3,N,501
25,6000.0,385
4,N,501
2,N,159
24,25000.0,117
21,3000.0,16
78,30000.0,338
43,0.0,108
64,0.0,176
45,38000.0,494
45,115000.0,501
66,24000.0,196
30,58000.0,440
16,2000.0,501
18,130.0,N
37,50000.0,444
8,N,501
53,83000.0,501
58,61000.0,475
77,52000.0,427
39,66100.0,498
23,25000.0,230
57,0.0,276
64,20000.0,501
55,70000.0,501
23,99000.0,501
60,72140.0,501
29,63000.0,479
31,25000.0,297
