,Unnamed: 0,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
766,8400,25-01000,76,1,1,0,1,0,2,1,2,2447.1,N,N,7,8000.0,2,127,N,2,2,2,2,91,91
767,8401,25-00503,67,1,1,0,1,0,3,1,1,2872.7,2270,4,8,124000.0,9,501,N,2,2,2,2,123,128
768,8402,25-01000,46,2,1,0,1,2,4,1,1,2447.1,8090,12,9,54000.0,6,501,N,2,2,2,2,124,108
769,8403,25-00703,59,1,1,0,1,0,2,1,1,2195.3,7290,10,10,123000.0,8,501,N,2,2,2,2,62,62
770,8404,25-02800,39,1,1,0,5,0,2,1,2,3683.9,7280,10,9,120000.0,8,501,N,2,2,2,2,161,161
771,8405,25-02800,66,1,1,0,1,0,2,1,1,3683.9,7460,10,9,264000.0,9,501,N,2,2,2,2,65,66
772,8406,25-02800,33,1,1,0,1,4,6,1,1,3683.9,7290,10,12,140000.0,9,501,N,2,2,2,2,80,80
773,8407,25-01000,45,1,1,0,1,4,6,1,1,2447.1,7460,10,9,15000.0,3,199,N,2,2,2,2,104,122
774,8408,25-02800,57,1,1,0,1,1,3,1,1,3683.9,4990,6,8,55000.0,6,308,N,2,2,2,2,102,102
775,8409,25-00503,32,1,1,0,1,0,2,1,2,2872.7,7860,11,10,68000.0,7,501,N,2,2,2,2,99,86
776,8410,25-02800,70,1,1,0,1,0,2,1,2,3683.9,570,2,7,0.0,0,91,N,2,2,2,2,78,78
777,8411,25-00703,66,1,1,0,1,0,2,1,2,2195.3,3291,4,7,5100.0,1,501,N,2,2,2,2,27,30
778,8412,25-01000,37,1,1,0,1,2,4,1,1,2447.1,7860,11,10,0.0,0,501,N,2,2,2,2,64,65
779,8413,25-01300,73,2,1,0,1,0,2,1,1,1457.2,N,N,9,10000.0,2,240,N,2,2,2,2,50,48
780,8414,25-00703,37,1,1,0,1,3,5,1,2,2195.3,7860,11,9,56000.0,6,501,N,2,2,2,2,65,65
781,8415,25-00703,48,2,1,0,1,1,3,1,1,2195.3,6870,9,9,41500.0,5,501,N,2,2,2,2,50,50
782,8416,25-00503,32,2,1,0,1,0,2,1,1,2872.7,4380,5,7,52000.0,6,501,N,2,2,2,2,70,75
783,8417,25-00503,56,2,1,0,3,0,2,1,1,2872.7,8191,12,9,70000.0,7,501,N,2,2,2,2,60,76
784,8418,25-00703,38,1,1,0,1,1,3,1,1,2195.3,7860,11,10,75000.0,7,501,N,2,2,2,2,106,106
785,8419,25-01300,59,2,1,0,1,0,2,1,1,1457.2,6992,9,9,65000.0,7,501,N,2,2,2,2,69,69
786,8420,25-00703,36,2,1,0,1,2,4,1,1,2195.3,7390,10,9,10000.0,2,501,N,2,2,2,2,108,107
787,8421,25-00703,53,2,1,0,1,0,2,1,1,2195.3,3490,4,9,65010.0,7,501,N,2,2,2,2,73,73
788,8422,25-00703,50,1,1,0,1,2,4,1,1,2195.3,3960,4,11,136700.0,9,501,N,2,2,2,2,97,97
789,8423,25-01000,52,1,1,0,1,1,3,1,1,2447.1,2190,4,9,453000.0,9,501,N,2,2,2,2,126,126
790,8424,25-01300,81,2,1,0,1,0,2,1,1,1457.2,N,N,10,38000.0,5,501,N,2,2,2,2,43,43
791,8425,25-02800,41,2,1,0,1,0,2,1,1,3683.9,6870,9,9,138000.0,9,501,N,2,2,2,2,95,81
792,8426,25-02800,58,2,1,0,1,0,2,1,1,3683.9,4670,6,7,115000.0,8,501,N,2,2,2,2,82,82
793,8427,25-00503,54,1,1,0,1,2,4,1,2,2872.7,8191,12,12,200000.0,9,501,N,2,2,2,2,116,115
794,8428,25-02800,77,2,1,0,1,0,2,1,1,3683.9,N,N,5,79400.0,7,501,N,2,2,2,2,71,70
795,8429,25-01000,64,2,1,0,1,0,2,1,1,2447.1,7860,11,8,18000.0,3,305,N,2,1,2,2,126,141
796,8430,25-01000,50,1,1,0,1,0,3,1,1,2447.1,9470,16,8,93000.0,8,501,N,2,2,2,2,137,138
797,8431,25-01000,43,2,1,4,2,2,4,1,1,2447.1,7270,10,11,36000.0,5,501,N,2,2,2,2,204,109
798,8432,25-00703,48,2,1,0,1,2,4,1,1,2195.3,8370,13,8,72000.0,7,471,N,2,2,2,2,123,129
799,8433,25-01300,40,2,1,0,1,2,4,1,1,1457.2,N,N,9,0.0,0,501,N,2,2,2,2,82,81
800,8434,25-02800,58,1,1,0,1,0,3,1,1,3683.9,3390,4,9,110000.0,8,501,N,2,2,2,2,79,78
801,8435,25-00703,38,1,1,0,1,3,5,1,1,2195.3,7860,11,10,86000.0,8,451,N,2,2,2,2,235,217
802,8436,25-01000,44,2,1,0,1,0,2,1,1,2447.1,6370,7,5,24000.0,4,501,N,2,2,2,2,64,51
803,8437,25-01000,65,1,1,0,1,0,2,1,2,2447.1,8191,12,9,87400.0,8,501,N,2,2,2,2,80,91
804,8438,25-01300,42,1,1,0,1,2,4,1,1,1457.2,9160,15,10,85000.0,8,358,N,2,2,2,2,93,92
805,8439,25-02800,66,1,1,0,1,0,2,1,1,3683.9,9470,16,9,142000.0,9,501,N,2,2,2,2,96,96
806,8440,25-00503,37,2,1,0,1,0,2,1,2,2872.7,770,3,9,15000.0,3,266,N,2,2,2,2,97,97
807,8441,25-00703,49,1,1,0,1,1,3,1,1,2195.3,770,3,5,67000.0,7,501,N,2,2,2,2,53,50
808,8442,25-02800,48,2,1,0,1,1,3,1,1,3683.9,7870,11,10,235000.0,9,501,N,2,2,2,2,79,80
809,8443,25-02800,64,2,1,0,1,0,3,1,2,3683.9,7780,10,9,27300.0,4,471,N,2,2,2,2,314,314
810,8444,25-02800,64,2,1,0,1,0,3,1,1,3683.9,3980,4,7,40000.0,5,501,N,2,2,2,2,60,66
811,8445,25-02800,52,2,1,0,1,0,3,1,1,3683.9,N,N,7,0.0,0,501,N,2,2,2,2,106,102
812,8446,25-00503,43,2,1,0,1,2,4,1,1,2872.7,7390,10,9,255000.0,9,501,N,2,2,2,2,70,67
813,8447,25-01000,59,2,1,0,1,0,2,1,1,2447.1,9170,15,8,11800.0,2,402,N,2,2,2,2,104,83
814,8448,25-00703,54,2,1,0,1,0,2,1,1,2195.3,5275,6,8,21000.0,3,488,N,2,2,2,2,132,132
815,8449,25-01000,70,1,1,0,1,0,2,1,1,2447.1,7680,10,5,461000.0,9,501,N,2,2,2,2,80,80
816,8450,25-01300,42,2,1,0,1,3,5,1,1,1457.2,7380,10,9,352000.0,9,501,N,2,2,2,2,61,62
817,8451,25-02800,50,1,1,0,1,2,5,1,1,3683.9,5480,6,9,155000.0,9,501,N,2,2,2,2,73,72
818,8452,25-00703,44,2,1,0,3,2,4,1,1,2195.3,7860,11,9,22500.0,3,477,N,2,2,2,2,215,233
819,8453,25-00703,49,2,1,0,1,2,4,1,1,2195.3,7390,10,9,54000.0,6,414,N,2,2,2,2,90,89
820,8454,25-01000,62,2,1,0,1,0,5,1,1,2447.1,7860,11,9,50000.0,6,501,N,2,2,2,2,58,58
821,8455,25-01000,59,2,1,0,1,0,4,1,1,2447.1,N,N,5,0.0,0,501,N,2,2,2,2,60,58
823,8457,25-00703,37,2,1,1,1,1,3,1,2,2195.3,6480,8,9,90000.0,8,501,N,2,2,2,2,108,72
824,8458,25-00703,49,1,1,0,1,0,2,1,1,2195.3,770,3,9,150000.0,9,501,N,2,2,2,2,70,70
825,8459,25-00703,42,2,1,0,6,1,3,1,1,2195.3,5680,6,8,95800.0,8,501,N,2,2,2,2,86,57
826,8460,25-01000,54,1,1,0,1,1,3,1,2,2447.1,7970,12,8,30000.0,4,226,N,2,2,2,2,512,621
827,8461,25-01300,69,1,1,0,1,0,2,1,1,1457.2,7890,11,10,54800.0,6,441,N,2,2,2,2,29,29
828,8462,25-01300,43,1,1,0,6,2,4,1,1,1457.2,5391,6,7,15000.0,3,470,N,2,2,2,2,58,58
829,8463,25-00503,49,2,1,0,9,0,2,1,1,2872.7,7380,10,10,219600.0,9,501,4,2,2,2,2,100,100
830,8464,25-01000,68,2,1,0,1,0,2,1,1,2447.1,7860,11,8,26500.0,4,387,N,2,2,2,2,58,50
831,8465,25-02800,63,2,1,0,1,0,2,1,1,3683.9,N,N,9,60110.0,6,501,N,2,2,2,2,88,87
832,8466,25-01000,66,1,1,0,1,0,3,1,1,2447.1,7860,11,10,85500.0,8,501,N,2,2,2,2,80,100
833,8467,25-01300,65,1,1,0,1,0,2,1,1,1457.2,6190,7,7,20900.0,3,501,N,2,2,2,2,51,51
834,8468,25-02800,40,1,1,0,6,0,2,1,2,3683.9,770,3,7,25000.0,4,501,N,2,2,2,2,84,76
835,8469,25-01000,68,2,1,0,1,0,2,1,1,2447.1,N,N,10,11700.0,2,405,N,2,2,2,2,95,84
836,8470,25-02800,51,2,1,0,1,0,2,1,1,3683.9,6370,7,5,65000.0,7,501,N,2,2,2,2,59,66
837,8471,25-00703,62,1,1,0,1,0,2,1,1,2195.3,1990,4,9,95000.0,8,501,N,2,2,2,2,35,35
838,8472,25-00703,69,1,1,0,1,0,2,1,1,2195.3,7270,10,11,332500.0,9,501,N,2,2,2,2,41,46
839,8473,25-01300,39,1,1,0,8,2,4,1,1,1457.2,N,N,7,0.0,0,273,N,2,2,2,2,64,80
840,8474,25-00703,29,2,1,0,1,1,3,1,1,2195.3,6480,8,9,93000.0,8,501,N,2,2,2,2,106,107
841,8475,25-00703,75,1,1,0,1,0,2,1,1,2195.3,7670,10,9,219600.0,9,501,N,2,2,2,2,53,53
842,8476,25-00503,56,1,1,0,1,0,2,1,1,2872.7,8470,13,9,125000.0,9,501,N,2,2,2,2,40,40
843,8477,25-02800,44,1,1,0,1,1,3,1,1,3683.9,8191,12,9,68000.0,7,501,N,2,2,2,2,79,80
844,8478,25-01000,38,1,1,0,1,2,4,1,1,2447.1,4780,6,9,78800.0,7,501,N,2,2,2,2,67,67
845,8479,25-01000,83,1,1,0,1,0,2,1,2,2447.1,N,N,5,22500.0,3,203,N,2,2,2,2,165,166
846,8480,25-00703,50,2,1,0,1,1,3,1,1,2195.3,6991,9,7,117000.0,8,501,N,2,2,2,2,114,114
847,8481,25-02800,56,1,1,0,1,0,2,1,1,3683.9,7290,10,9,160000.0,9,501,N,2,2,2,2,113,114
848,8482,25-00503,55,2,1,0,1,1,4,1,1,2872.7,7470,10,10,67320.0,7,501,N,2,2,2,2,88,89
849,8483,25-00503,51,2,1,0,2,0,3,1,1,2872.7,N,N,5,0.0,0,501,N,2,2,2,2,195,205
850,8484,25-02800,64,2,1,0,1,0,3,1,1,3683.9,3980,4,7,40000.0,5,501,N,2,2,2,2,60,65
851,8485,25-02800,31,2,1,0,1,1,3,1,1,3683.9,7380,10,10,80000.0,7,501,N,2,2,2,2,127,101
852,8486,25-02800,56,1,1,0,1,0,2,1,2,3683.9,N,N,5,19000.0,3,467,N,1,1,2,2,261,232
853,8487,25-01300,68,1,1,0,1,0,2,1,1,1457.2,7290,10,9,60900.0,6,501,N,2,2,2,2,76,76
854,8488,25-01300,41,1,1,0,6,2,4,1,2,1457.2,3390,4,9,150050.0,9,501,N,2,2,2,2,77,77
855,8489,25-02800,62,1,1,0,1,0,2,1,1,3683.9,8570,14,5,77600.0,7,501,4,2,2,2,2,348,348
856,8490,25-01000,60,2,1,0,2,0,2,1,2,2447.1,6270,7,7,90000.0,8,501,N,2,2,2,2,106,107
857,8491,25-01300,43,1,1,0,6,2,4,1,1,1457.2,3570,4,12,135000.0,9,501,N,2,2,2,2,103,98
858,8492,25-01300,47,1,1,0,1,0,3,1,1,1457.2,7860,11,10,102200.0,8,501,N,2,2,2,2,78,78
859,8493,25-01000,50,1,1,0,1,2,4,1,1,2447.1,7470,10,10,367000.0,9,501,N,2,2,2,2,71,63
860,8494,25-01000,84,2,1,0,1,0,2,1,1,2447.1,N,N,5,61400.0,6,459,N,2,2,2,2,81,80
861,8495,25-00703,35,2,1,0,1,0,2,1,1,2195.3,4971,6,6,104000.0,8,501,N,2,2,2,2,54,49
862,8496,25-00503,59,2,1,0,1,0,2,1,1,2872.7,8680,14,8,7500.0,2,501,N,2,2,2,2,79,100
864,8498,25-00703,61,2,1,0,1,0,2,1,1,2195.3,7860,11,10,77080.0,7,501,N,2,2,2,2,53,54
865,8499,25-00503,36,2,1,0,3,0,2,1,2,2872.7,8290,12,10,38000.0,5,501,N,2,2,2,2,244,297
866,8500,25-01000,76,1,1,0,1,0,2,1,2,2447.1,N,N,7,48900.0,6,501,N,2,2,2,1,85,85
867,8501,25-00703,52,1,1,0,1,4,6,1,1,2195.3,7270,10,12,300000.0,9,501,N,2,2,2,2,106,98
868,8502,25-00703,61,1,1,0,1,0,2,1,1,2195.3,7860,11,10,77080.0,7,501,N,2,2,2,2,54,54
869,8503,25-02800,36,1,1,0,2,0,4,1,2,3683.9,5381,6,7,48600.0,6,501,N,2,2,2,2,219,178
870,8504,25-01000,67,1,1,0,1,0,2,1,1,2447.1,7860,11,12,60000.0,6,501,N,2,2,2,2,48,48
871,8505,25-02800,47,1,1,0,1,0,3,1,1,3683.9,2190,4,10,175000.0,9,501,N,2,2,2,2,107,120
872,8506,25-02800,64,1,1,0,1,0,2,1,1,3683.9,2980,4,5,52000.0,6,501,N,2,2,2,2,76,76
873,8507,25-02800,56,1,1,0,1,0,4,1,1,3683.9,8191,12,6,24800.0,4,501,N,2,2,2,2,83,89
874,8508,25-00703,58,2,1,0,1,0,2,1,1,2195.3,7490,10,9,65000.0,7,501,N,2,2,2,2,107,106
875,8509,25-00703,63,1,1,0,1,0,2,1,1,2195.3,3390,4,9,65000.0,7,501,N,2,1,2,2,55,56
877,8511,25-00703,34,1,1,0,1,2,4,1,2,2195.3,N,N,6,0.0,0,263,N,2,2,2,2,78,79
878,8512,25-01000,62,2,1,0,1,0,5,1,1,2447.1,7860,11,9,50000.0,6,501,N,2,2,2,2,58,58
879,8513,25-02800,34,2,1,0,1,3,5,1,2,3683.9,N,N,7,0.0,0,501,N,2,2,2,2,109,120
880,8514,25-00703,43,1,1,0,1,1,3,1,1,2195.3,9470,16,9,130000.0,9,501,N,2,2,2,2,40,40
881,8515,25-02800,87,2,1,0,1,0,2,1,1,3683.9,N,N,5,11000.0,2,237,N,2,2,2,2,101,102
882,8516,25-01300,46,2,1,0,2,1,3,1,1,1457.2,7390,10,9,25000.0,4,501,N,2,2,2,2,105,105
883,8517,25-01000,59,2,1,0,1,0,2,1,1,2447.1,9170,15,8,11800.0,2,402,N,2,2,2,2,102,84
884,8518,25-00503,85,2,1,0,1,0,2,1,1,2872.7,N,N,10,20000.0,3,194,N,2,2,2,2,154,165
885,8519,25-01300,47,2,1,0,1,2,4,1,1,1457.2,5170,6,10,36000.0,5,501,N,2,2,2,2,56,70
886,8520,25-00703,58,2,1,0,1,0,3,1,1,2195.3,7980,12,9,43800.0,5,501,N,2,2,2,2,47,47
887,8521,25-01000,55,1,1,0,1,1,3,1,1,2447.1,4870,6,4,52000.0,6,415,N,2,2,2,2,123,123
888,8522,25-01000,30,2,1,0,1,0,2,1,2,2447.1,6970,9,9,80000.0,7,501,N,2,2,2,2,113,113
889,8523,25-01300,38,1,1,0,1,0,2,1,1,1457.2,6870,9,9,85000.0,8,501,N,2,2,2,2,66,65
890,8524,25-01300,60,2,1,0,1,0,2,1,1,1457.2,2880,4,5,50000.0,6,501,N,2,2,2,2,220,233
891,8525,25-00703,59,1,1,0,1,0,2,1,2,2195.3,4670,6,5,25900.0,4,251,N,2,2,2,2,215,217
892,8526,25-00503,26,2,1,0,1,2,4,1,2,2872.7,7980,12,9,58000.0,6,501,N,2,2,2,2,56,58
893,8527,25-00503,59,2,1,0,1,0,2,1,1,2872.7,670,2,10,125000.0,9,501,N,2,2,2,2,48,49
894,8528,25-02800,72,2,1,0,1,0,2,1,1,3683.9,6890,9,9,126000.0,9,501,N,2,2,2,2,98,108
895,8529,25-01000,45,1,1,0,1,2,4,1,1,2447.1,7390,10,9,22000.0,3,501,N,2,2,2,2,41,41
896,8530,25-02800,39,2,1,0,7,0,2,1,1,3683.9,7460,10,12,100000.0,8,501,N,2,2,2,2,104,100
897,8531,25-00703,45,1,1,0,1,2,4,1,1,2195.3,7860,11,9,28000.0,4,186,N,2,2,2,2,38,38
898,8532,25-02800,27,2,1,0,6,2,7,1,1,3683.9,7380,10,9,60010.0,6,501,N,2,2,2,2,96,96
899,8533,25-00703,74,1,1,0,1,0,2,1,1,2195.3,9590,16,10,12000.0,2,262,N,2,2,2,1,45,45
900,8534,25-00503,52,1,1,0,6,2,4,1,1,2872.7,7460,10,12,193000.0,9,501,N,2,2,2,2,62,62
901,8535,25-00503,60,1,1,0,1,0,2,1,1,2872.7,4070,5,8,107600.0,8,501,N,2,2,2,2,90,91
902,8536,25-00503,39,1,1,0,6,2,4,1,1,2872.7,8191,12,11,343000.0,9,501,N,2,2,2,2,74,72
903,8537,25-00703,60,2,1,0,1,0,2,1,1,2195.3,7071,9,5,60000.0,6,501,N,2,2,2,2,96,94
904,8538,25-01300,49,2,1,0,1,4,9,1,1,1457.2,7390,10,5,98000.0,8,501,N,2,2,2,2,71,54
905,8539,25-01300,31,1,1,0,3,2,4,1,1,1457.2,9570,16,9,88000.0,8,501,N,2,2,2,2,84,85
906,8540,25-00703,59,1,1,0,1,0,4,1,1,2195.3,6370,7,5,92000.0,8,501,N,2,2,2,2,91,92
907,8541,25-01300,72,2,1,0,1,0,2,1,1,1457.2,N,N,9,69000.0,7,501,2,2,2,2,2,53,55
908,8542,25-01300,54,2,1,0,1,2,4,1,1,1457.2,7860,11,9,450.0,1,360,N,2,2,2,2,68,75
909,8543,25-01000,37,2,1,0,1,2,4,1,1,2447.1,9160,15,10,2200.0,1,501,N,2,2,2,2,97,97
910,8544,25-01300,34,1,1,0,1,2,4,1,1,1457.2,6991,9,9,110000.0,8,501,N,2,2,2,2,74,74
911,8545,25-02800,75,1,1,0,1,0,2,1,2,3683.9,8570,14,5,77600.0,7,501,4,2,2,2,2,353,320
912,8546,25-00703,59,1,1,0,1,0,2,1,1,2195.3,N,N,7,7270.0,2,501,N,2,1,2,2,36,36
913,8547,25-00703,61,1,1,0,1,1,3,1,1,2195.3,5680,6,5,279000.0,9,501,N,2,2,2,2,54,54
914,8548,25-00503,64,1,1,0,1,0,2,1,2,2872.7,N,N,5,14800.0,3,294,N,1,2,2,2,245,249
915,8549,25-00703,47,2,1,0,1,3,6,1,1,2195.3,7980,12,11,27600.0,4,501,N,2,2,2,2,57,58
916,8550,25-01000,52,1,1,0,1,1,3,1,1,2447.1,2190,4,9,453000.0,9,501,N,2,2,2,2,126,126
917,8551,25-02800,87,2,1,0,1,0,2,1,1,3683.9,N,N,5,11000.0,2,237,N,2,2,2,2,101,102
918,8552,25-00703,29,2,1,0,1,0,2,1,1,2195.3,7860,11,10,55000.0,6,501,N,2,2,2,2,82,80
919,8553,25-01300,68,2,1,0,1,0,2,1,1,1457.2,N,N,7,28800.0,4,377,N,2,2,2,2,76,74
920,8554,25-00703,54,2,1,0,1,0,2,1,1,2195.3,5275,6,8,21000.0,3,488,N,2,2,2,2,132,132
921,8555,25-00703,47,2,1,0,1,2,4,1,1,2195.3,8191,12,9,100000.0,8,408,N,2,2,2,2,51,51
922,8556,25-00503,69,1,1,0,1,0,2,1,1,2872.7,N,N,10,457000.0,9,501,N,2,2,2,2,59,58
923,8557,25-00503,53,1,1,0,1,2,4,1,1,2872.7,8191,12,12,200000.0,9,501,N,2,2,2,2,115,115
924,8558,25-00703,45,2,1,0,6,2,7,1,1,2195.3,8191,12,9,110000.0,8,501,N,2,2,2,2,90,157
925,8559,25-01300,61,2,1,0,1,0,3,1,1,1457.2,7860,11,5,26000.0,4,501,N,2,2,2,2,83,83
926,8560,25-00503,82,2,1,0,1,0,2,1,1,2872.7,N,N,5,47700.0,5,423,3,2,2,2,2,58,62
927,8561,25-02800,71,2,1,0,1,0,2,1,1,3683.9,N,N,8,9700.0,2,162,N,2,2,2,2,211,210
928,8562,25-02800,36,2,1,0,1,1,3,1,1,3683.9,8680,14,8,45000.0,5,501,N,2,2,2,2,196,196
929,8563,25-01000,61,1,1,0,1,0,3,1,1,2447.1,6870,9,8,147500.0,9,501,N,2,2,2,2,173,173
930,8564,25-01000,59,1,1,0,1,0,2,1,1,2447.1,9160,15,7,64000.0,7,501,N,2,2,2,2,52,52
931,8565,25-00503,60,2,1,0,1,2,4,1,2,2872.7,7460,10,10,250000.0,9,501,N,2,2,2,2,69,69
932,8566,25-01300,51,2,1,0,6,2,4,1,1,1457.2,7380,10,10,210000.0,9,501,N,2,2,2,2,45,45
933,8567,25-02800,56,1,1,0,2,2,4,1,1,3683.9,4670,6,5,43000.0,5,501,N,2,2,2,2,379,428
934,8568,25-00703,36,2,1,0,1,2,4,1,1,2195.3,7390,10,9,95000.0,8,501,N,2,2,2,2,100,106
935,8569,25-02800,67,1,1,0,1,0,2,1,2,3683.9,8580,14,5,32200.0,4,478,N,2,2,2,2,90,90
936,8570,25-02800,61,2,1,0,1,0,2,1,1,3683.9,770,3,5,51100.0,6,501,N,2,2,2,2,74,76
937,8571,25-01000,59,1,1,1,2,0,2,1,1,2447.1,7390,10,9,300000.0,9,501,N,2,2,2,2,97,97
938,8572,25-00503,30,2,1,0,2,0,2,1,2,2872.7,8090,12,9,49000.0,6,501,N,2,2,2,2,87,87
939,8573,25-02800,49,1,1,0,1,1,3,1,2,3683.9,9170,15,9,83000.0,7,501,N,2,2,2,2,106,106
940,8574,25-00503,48,2,1,0,1,1,3,1,1,2872.7,3380,4,7,135000.0,9,501,N,2,2,2,2,125,124
941,8575,25-00503,51,1,1,0,1,3,5,1,1,2872.7,3390,4,10,200000.0,9,501,N,2,2,2,2,90,94
942,8576,25-00703,65,1,1,0,1,0,2,1,1,2195.3,4770,6,5,86400.0,8,501,N,2,2,2,2,59,59
943,8577,25-00703,71,1,1,0,1,0,3,1,1,2195.3,6880,9,9,60200.0,6,501,N,2,2,2,1,65,65
944,8578,25-02800,79,1,1,0,1,0,2,1,1,3683.9,7071,9,7,51000.0,6,455,N,2,2,2,2,114,114
945,8579,25-00703,72,2,1,0,1,0,2,1,1,2195.3,N,N,7,47500.0,5,433,N,2,2,2,2,87,87
946,8580,25-01000,34,1,1,3,8,0,2,1,1,2447.1,3291,4,10,100000.0,8,501,N,2,2,2,2,141,142
947,8581,25-00503,38,1,1,0,2,1,3,1,1,2872.7,6970,9,10,275000.0,9,501,N,2,2,2,2,138,138
948,8582,25-00503,32,2,1,0,1,1,3,1,2,2872.7,8660,14,9,110000.0,8,501,N,2,2,2,2,78,78
949,8583,25-01000,79,2,1,0,1,0,2,1,1,2447.1,7590,10,10,30300.0,4,501,N,2,2,2,2,157,157
950,8584,25-00703,57,2,1,0,1,0,2,1,1,2195.3,5170,6,7,30000.0,4,340,N,2,2,2,2,94,93
951,8585,25-01000,63,1,1,0,1,0,2,1,1,2447.1,7390,10,10,49000.0,6,501,N,2,2,2,2,73,74
952,8586,25-02800,67,1,1,0,1,0,2,1,1,3683.9,7460,10,9,113200.0,8,501,2,2,2,2,2,118,114
953,8587,25-02800,58,1,1,0,1,0,2,1,1,3683.9,3990,4,1,108000.0,8,501,N,2,2,2,2,115,115
954,8588,25-00503,57,1,1,0,1,0,2,1,1,2872.7,770,3,9,170000.0,9,501,N,2,2,2,2,98,98
955,8589,25-00703,71,2,1,0,1,0,2,1,1,2195.3,N,N,8,24500.0,4,501,N,2,2,2,2,50,44
956,8590,25-00703,28,2,1,0,1,0,2,1,1,2195.3,7290,10,10,59000.0,6,501,N,2,2,2,2,83,88
957,8591,25-00703,50,2,1,0,1,1,6,1,1,2195.3,6970,9,8,80000.0,7,501,N,2,2,2,2,103,96
958,8592,25-00703,30,1,1,0,1,0,2,1,1,2195.3,8191,12,8,70000.0,7,501,N,2,2,2,2,101,101
959,8593,25-00703,65,1,1,1,3,0,2,1,1,2195.3,6970,9,10,45000.0,5,501,N,2,2,2,2,195,195
960,8594,25-01300,47,2,1,0,1,3,5,1,1,1457.2,8080,12,9,300.0,1,501,N,2,2,2,2,49,50
961,8595,25-00503,70,1,1,0,1,0,3,1,1,2872.7,7380,10,9,81500.0,7,501,N,2,2,2,2,51,51
962,8596,25-00703,42,1,1,0,1,2,4,1,1,2195.3,180,0,4,20000.0,3,186,N,2,2,2,2,40,39
963,8597,25-01300,61,1,1,0,1,1,3,1,1,1457.2,7380,10,10,100000.0,8,501,N,2,2,2,2,85,76
964,8598,25-00503,64,1,1,0,2,0,2,1,1,2872.7,7390,10,12,349000.0,9,501,N,2,2,2,2,119,119
965,8599,25-01300,53,2,1,0,1,0,5,1,1,1457.2,7860,11,10,85000.0,8,501,N,2,2,2,2,50,50
966,8600,25-01300,46,2,1,0,7,1,3,1,2,1457.2,8090,12,9,20600.0,3,501,N,2,2,2,2,31,78
967,8601,25-00503,47,2,1,0,1,2,4,1,1,2872.7,6991,9,10,250000.0,9,501,N,2,2,2,2,48,48
968,8602,25-01000,72,1,1,0,1,0,2,1,1,2447.1,4780,6,7,83000.0,7,501,N,2,1,2,2,87,87
969,8603,25-00503,31,1,1,1,3,0,6,1,1,2872.7,770,3,5,40000.0,5,365,N,2,2,2,2,144,113
970,8604,25-02800,44,2,1,0,7,0,2,1,2,3683.9,9290,15,7,25000.0,4,376,N,2,2,2,2,60,60
971,8605,25-00703,71,2,1,0,1,0,2,1,1,2195.3,N,N,7,12900.0,2,501,N,2,2,2,2,55,56
972,8606,25-00703,58,1,1,0,1,1,4,1,1,2195.3,170,0,9,120000.0,8,501,N,2,2,2,2,66,58
973,8607,25-02800,57,1,1,0,1,0,3,1,1,3683.9,770,3,5,120000.0,8,501,N,2,2,2,2,102,102
974,8608,25-00703,74,2,1,0,1,0,2,1,1,2195.3,N,N,7,47500.0,5,433,N,2,2,2,2,87,87
975,8609,25-01000,51,2,1,0,1,2,4,1,1,2447.1,8191,12,9,110000.0,8,501,N,2,2,2,2,62,64
976,8610,25-02800,38,1,1,0,1,1,3,1,1,3683.9,N,N,5,0.0,0,353,N,2,2,2,2,129,109
977,8611,25-02800,69,1,1,0,1,0,4,1,2,3683.9,N,N,10,7400.0,2,218,N,2,2,2,2,148,148
978,8612,25-01300,67,2,1,0,1,0,2,1,1,1457.2,7290,10,9,60900.0,6,501,N,2,2,2,2,75,76
979,8613,25-02800,40,1,1,0,1,3,5,1,1,3683.9,7870,11,10,100000.0,8,501,N,2,2,2,2,47,47
980,8614,25-00703,65,1,1,1,3,0,2,1,1,2195.3,6970,9,10,45000.0,5,501,N,2,2,2,2,195,195
981,8615,25-02800,48,2,1,0,1,0,3,1,2,3683.9,770,3,9,100000.0,8,501,N,2,2,2,2,122,122
982,8616,25-00703,74,1,1,0,1,0,2,1,1,2195.3,7570,10,8,1900.0,1,288,N,2,2,2,2,24,26
983,8617,25-01300,60,2,1,0,1,0,3,1,1,1457.2,7860,11,5,26000.0,4,501,N,2,2,2,2,82,82
984,8618,25-00703,57,1,1,0,1,0,3,1,2,2195.3,4795,6,9,105000.0,8,501,N,2,2,2,2,94,93
985,8619,25-02800,49,2,1,0,1,0,2,1,2,3683.9,4195,5,7,60000.0,6,467,N,2,2,2,2,250,250
986,8620,25-02800,27,2,1,0,6,2,7,1,1,3683.9,7380,10,9,60010.0,6,501,N,2,2,2,2,96,96
987,8621,25-01300,35,2,1,0,5,3,5,1,2,1457.2,8191,12,9,90000.0,8,501,N,2,2,2,2,118,113
988,8622,25-00503,29,1,1,4,1,0,2,1,1,2872.7,6490,8,9,200000.0,9,501,N,2,2,2,2,120,121
