,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
5167,1,6,1,1,1,N,8,7
5168,2,3,2,1,1,N,4,8
5169,1,6,2,1,2,N,3,9
5170,9,6,1,1,1,N,8,9
5171,1,6,2,3,0,N,1,5
5172,2,4,1,1,2,N,2,7
5173,2,1,1,1,1,N,3,5
5174,1,6,1,1,1,N,6,9
5175,1,1,1,1,1,3,9,12
5176,2,6,2,1,2,N,7,9
5177,3,N,2,1,1,N,N,3
5178,2,6,1,1,2,N,0,5
5179,2,6,2,1,2,N,0,9
5180,1,N,1,1,2,N,N,4
5181,1,6,2,1,1,N,7,7
5182,6,1,1,1,1,N,9,12
5183,3,1,2,1,1,N,2,10
5184,2,4,1,1,1,N,8,9
5185,1,1,2,1,2,N,7,10
5186,1,6,2,1,1,N,3,7
5187,2,6,2,1,2,N,2,7
5188,1,4,2,1,2,N,4,9
5189,1,1,1,1,1,N,5,8
5190,2,1,2,1,2,N,5,7
5191,1,1,2,1,2,N,2,10
5192,1,6,1,1,1,N,2,4
5193,2,2,1,1,1,N,6,8
5194,1,6,2,1,2,N,4,5
5195,6,6,1,3,0,N,0,5
5196,1,N,2,1,1,N,N,3
5197,1,N,2,1,1,N,N,N
5198,1,1,2,1,1,N,2,9
5199,1,1,1,1,1,3,1,5
5200,1,N,2,1,1,N,N,2
5201,6,N,1,1,1,N,N,2
5202,2,6,1,1,2,N,0,4
5203,2,6,1,1,2,N,0,10
5204,1,1,1,1,1,N,4,10
5205,2,6,2,1,1,N,0,4
5206,1,3,2,1,1,N,9,7
5207,1,1,1,1,1,N,9,9
5208,1,N,1,1,1,N,N,3
5209,2,1,2,1,1,N,0,7
5210,1,6,2,1,1,N,1,7
5211,2,1,1,1,2,N,6,8
5212,1,1,2,1,1,N,9,10
5213,1,N,1,1,1,N,N,2
5214,1,1,2,1,1,N,8,9
5215,1,1,2,1,1,N,6,9
5216,1,N,1,1,1,N,N,2
5217,2,6,1,1,1,N,0,4
5218,2,4,2,1,2,N,5,8
5219,9,N,2,1,1,N,N,1
5220,2,1,1,1,1,5,0,9
5221,2,4,1,1,1,N,2,7
5222,1,6,2,1,2,N,0,4
5223,2,5,1,1,2,N,0,9
5224,1,1,1,1,1,N,6,7
5225,6,1,2,1,1,N,9,10
5226,1,N,2,1,1,N,N,1
5227,1,1,2,1,1,N,7,10
5228,1,6,2,3,0,N,3,7
5229,1,1,1,1,2,N,9,12
5230,9,N,1,1,2,N,N,3
5231,1,1,1,1,1,N,9,8
5232,1,6,2,1,2,N,5,5
5233,1,1,1,1,1,N,2,10
5234,1,1,1,1,1,N,9,11
5235,1,4,2,1,2,N,7,10
5236,6,6,2,1,1,N,5,8
5237,6,4,1,1,2,N,7,9
5238,1,1,1,1,1,N,9,11
5239,1,6,2,1,1,N,7,12
5240,1,1,1,1,1,N,8,11
5241,1,6,1,1,2,N,5,9
5242,1,6,2,1,2,N,0,5
5243,2,4,2,3,0,N,1,3
5244,6,6,2,1,2,N,0,4
5245,1,1,2,1,1,N,0,10
5246,2,N,1,1,2,N,N,1
5247,2,6,1,1,1,N,4,3
5248,1,6,2,1,1,N,9,11
5249,1,3,2,1,1,N,2,5
5250,1,1,2,1,1,N,9,10
5251,1,4,1,1,2,N,7,7
5252,1,6,2,1,2,N,0,4
5253,1,1,1,1,1,N,9,10
5254,1,N,1,1,1,N,N,3
5255,2,4,2,1,1,N,4,5
5256,1,N,2,1,1,N,N,N
5257,1,1,2,1,2,N,0,12
5258,1,1,2,1,1,N,6,10
5259,1,6,1,1,2,N,9,9
5260,6,3,2,3,0,N,7,11
5261,1,6,1,1,2,N,2,7
5262,2,6,1,1,2,N,4,7
5263,2,6,2,1,2,N,3,5
5264,6,3,2,1,1,N,2,4
5265,1,6,2,1,2,N,4,9
5266,6,1,1,1,1,N,N,2
5267,6,6,1,1,2,N,8,9
5268,3,1,2,1,1,N,0,7
5269,6,4,1,1,1,N,3,5
5270,2,6,1,1,2,N,5,7
5271,1,1,2,1,1,N,8,9
5272,6,N,2,1,1,N,N,3
5273,1,6,1,1,2,N,8,9
5274,2,6,1,3,0,N,0,7
5275,2,1,1,1,2,N,6,7
5276,1,4,1,1,1,N,3,5
5277,6,1,1,1,1,N,9,10
5278,5,4,1,1,1,N,7,5
5279,9,N,1,1,1,N,N,2
5280,1,N,1,1,2,N,N,2
5281,2,4,2,1,1,N,1,4
5282,1,1,1,1,1,N,9,12
5283,2,1,1,1,2,N,7,8
5284,1,6,1,1,2,N,0,9
5285,1,6,1,1,2,N,4,5
5286,2,6,1,1,2,N,2,8
5287,1,N,2,1,1,N,N,1
5288,3,N,2,1,1,N,N,3
5289,1,1,2,1,1,N,9,10
5290,1,1,2,1,2,N,0,9
5291,1,3,2,1,2,N,8,10
5292,2,6,2,1,1,N,0,4
5293,2,N,2,1,2,N,N,1
5294,1,1,1,1,1,N,8,9
5295,2,1,1,1,1,N,9,12
5296,1,1,1,1,1,N,8,9
5297,9,1,1,1,2,N,5,8
5298,1,6,1,1,2,N,4,5
5299,1,4,1,2,0,N,4,6
5300,1,1,1,1,1,N,8,7
5301,2,2,2,2,0,N,0,5
5302,1,N,1,1,1,N,N,N
5303,1,1,1,1,1,N,7,8
5304,2,6,2,1,1,N,5,5
5305,1,6,2,1,1,N,9,9
5306,3,N,2,1,2,N,N,3
5307,2,1,2,1,1,N,8,9
5308,2,1,1,1,1,N,6,7
5309,3,1,1,1,2,N,9,5
5310,1,1,2,1,1,N,8,9
5311,2,1,2,1,2,N,4,7
5312,2,6,2,1,2,N,4,5
5313,1,1,2,1,1,N,9,11
5314,1,3,2,2,0,N,5,5
5315,1,6,2,1,2,N,6,9
5316,1,3,2,1,2,N,3,7
5317,6,6,2,1,1,N,2,8
5318,1,6,2,1,1,N,9,8
5319,2,6,2,1,2,N,0,7
5320,8,1,1,1,2,N,4,4
5321,6,6,1,1,1,N,2,9
5322,1,N,1,1,2,N,N,N
5323,6,6,1,1,2,N,8,12
5324,2,1,2,1,1,N,8,10
5325,6,1,2,1,1,N,8,10
5326,2,4,2,1,1,N,3,8
5327,2,6,2,1,1,N,8,10
5328,1,1,1,1,1,N,9,10
5329,1,6,1,1,1,N,9,10
5330,1,1,1,1,1,N,7,7
5331,1,1,2,1,1,N,0,9
5332,1,1,2,1,2,N,3,5
5333,1,6,1,1,1,N,8,11
5334,1,1,2,1,2,N,5,9
5335,1,6,1,1,1,N,6,9
5336,1,1,2,1,2,N,8,9
5337,1,1,1,1,1,N,5,7
5338,1,1,2,1,1,N,4,8
5339,8,1,1,1,1,N,0,1
5340,1,1,2,1,1,N,9,9
5341,2,6,2,1,1,N,5,5
5342,1,1,1,1,1,N,6,9
5343,1,5,1,1,2,N,3,3
5344,2,N,2,1,2,N,N,3
5345,2,3,2,1,2,N,5,5
5346,1,6,2,2,0,N,0,5
5347,1,6,2,1,1,N,5,9
5348,2,N,2,1,2,N,N,2
5349,1,1,1,1,1,N,2,8
5350,2,6,1,1,2,N,8,5
5351,1,6,2,3,0,N,1,7
5352,2,6,1,3,0,N,6,7
5353,9,6,2,1,1,N,0,4
5354,1,4,2,1,1,N,4,9
5355,2,4,1,1,2,2,4,5
5356,1,6,2,1,2,N,1,7
5357,1,1,2,1,2,N,9,10
5358,1,N,1,1,1,N,N,3
5359,1,4,1,1,1,N,9,4
5360,1,1,2,1,1,N,9,9
5361,8,1,1,1,1,N,N,1
5362,9,6,2,3,0,N,1,7
5363,1,N,1,1,1,N,N,N
5364,2,3,2,1,1,N,3,5
5365,2,6,1,1,2,N,3,7
5366,1,6,2,2,0,N,1,6
5367,2,6,1,1,1,N,5,4
5368,1,1,1,1,1,N,9,9
5369,2,6,1,1,1,N,4,5
5370,1,6,1,1,2,N,7,9
5371,1,1,1,1,2,N,9,5
5372,1,1,2,1,1,N,4,5
5373,2,N,2,1,2,N,N,N
5374,1,6,2,1,2,N,4,9
5375,1,1,1,1,1,N,5,5
5376,3,1,1,1,1,N,4,6
5377,1,6,1,1,2,N,6,10
5378,1,N,2,1,2,N,N,3
5379,1,6,2,1,2,N,5,9
5380,1,1,2,1,1,N,9,9
5381,1,1,2,1,1,N,9,10
5382,9,1,2,1,1,N,8,10
5383,6,N,1,1,2,N,N,N
5384,2,6,1,1,1,N,4,1
5385,3,4,2,1,2,N,3,6
5386,9,6,2,3,0,N,3,3
5387,2,6,1,3,0,N,0,3
5388,3,N,1,1,1,N,N,3
5389,1,6,2,1,2,N,7,9
5390,1,1,1,1,1,N,9,9
5391,1,1,1,1,1,N,9,10
5392,1,2,2,1,2,N,7,10
5393,6,1,1,1,2,N,8,12
5394,2,6,1,1,2,N,0,4
5395,1,1,1,1,2,N,9,10
5396,2,6,1,1,1,N,5,9
5397,2,5,1,1,1,N,2,7
5398,6,2,1,1,1,N,9,12
5399,1,N,1,1,1,N,N,1
5400,1,3,2,1,1,N,2,7
5401,3,3,2,1,1,N,9,12
5402,6,6,2,1,1,N,0,4
5403,2,6,2,1,2,N,0,4
5404,2,4,2,1,2,N,2,4
5405,1,1,1,1,1,N,6,8
5406,1,6,2,1,1,N,8,9
5407,1,N,2,1,1,N,N,1
5408,2,1,2,1,1,N,4,9
5409,8,5,2,1,2,N,2,6
5410,2,N,1,1,2,N,N,1
5411,1,N,1,1,2,N,N,1
5412,8,1,2,1,1,N,2,4
5413,6,6,2,3,0,N,1,9
5414,2,1,2,1,1,N,0,8
5415,1,4,2,3,0,N,9,10
5416,1,3,2,1,1,N,2,8
5417,8,6,1,1,2,N,5,9
5418,2,6,2,1,2,N,7,10
5419,2,6,2,1,2,N,2,5
5420,3,3,1,1,1,N,6,5
5421,3,6,2,1,2,N,7,4
5422,6,1,1,1,1,N,3,9
5423,2,6,2,1,1,N,6,7
5424,1,1,2,1,1,N,2,5
5425,8,6,2,1,2,N,0,4
5426,1,6,2,3,0,N,1,5
5427,1,1,1,1,1,N,9,7
5428,1,1,1,1,1,N,0,5
5429,1,1,1,1,2,N,5,7
5430,3,4,1,1,2,N,5,5
5431,1,1,2,1,1,N,7,9
5432,1,1,1,1,1,N,2,9
5433,2,N,1,1,1,N,N,3
5434,6,1,2,1,1,N,8,11
5435,3,N,2,1,1,N,N,3
5436,2,6,2,1,1,N,0,5
5437,1,6,2,1,2,N,3,7
5438,2,3,1,1,1,N,0,5
5439,1,1,1,1,2,N,9,12
5440,2,4,1,1,2,N,6,5
5441,2,6,1,1,2,N,1,9
5442,1,4,2,1,1,N,0,9
5443,2,6,1,2,0,N,3,5
5444,1,1,2,1,2,N,4,4
5445,1,N,2,1,1,N,N,3
5446,8,1,1,1,2,N,4,5
5447,2,6,2,1,2,N,4,7
5448,2,1,1,1,1,N,5,7
5449,1,1,1,1,2,N,8,10
5450,1,6,2,1,2,N,8,8
5451,1,N,1,1,2,N,N,N
5452,3,6,1,1,2,3,2,1
5453,1,1,2,1,2,N,7,9
5454,2,N,1,1,2,N,N,3
5455,1,1,1,1,1,N,7,9
5456,6,6,2,1,2,N,1,9
5457,1,1,1,1,1,N,3,5
5458,2,4,2,1,1,N,3,4
5459,1,N,1,1,2,N,N,3
5460,1,1,2,1,2,N,7,7
5461,1,6,2,1,1,N,5,7
5462,1,4,1,1,1,N,6,7
5463,1,6,1,1,1,N,4,7
5464,1,1,2,1,1,N,9,9
5465,1,1,1,1,1,N,9,12
5466,1,1,2,1,2,N,1,11
5467,1,6,2,1,2,N,3,5
5468,9,6,2,1,2,N,3,9
5469,1,N,2,1,1,N,N,1
5470,1,6,2,1,1,N,6,9
5471,1,1,2,1,2,N,9,9
5472,1,6,1,1,1,N,9,9
5473,2,N,1,1,1,N,N,3
5474,1,6,2,1,2,N,5,9
5475,1,4,1,1,1,N,2,6
5476,1,6,2,1,2,N,2,9
5477,8,1,2,1,1,N,1,5
5478,2,N,1,1,2,N,N,1
5479,8,6,1,1,2,N,2,4
5480,1,6,2,1,1,N,6,9
5481,6,N,1,1,1,N,N,N
5482,9,6,1,1,2,N,2,5
5483,2,5,1,1,2,N,7,9
5484,1,6,2,3,0,N,1,7
5485,2,6,1,1,2,N,1,10
5486,2,5,1,1,2,N,3,4
5487,1,1,2,1,1,N,1,5
5488,1,3,2,1,1,N,5,4
5489,1,1,2,1,1,N,3,7
5490,1,6,2,1,1,N,5,7
5491,1,1,2,1,1,N,9,5
5492,1,1,1,1,1,N,2,6
5493,2,6,1,3,0,2,3,5
5494,6,1,2,1,1,N,9,10
5495,6,1,1,1,1,N,9,10
5496,6,6,1,1,2,N,9,10
5497,2,N,2,1,2,N,N,N
5498,1,N,2,1,2,N,N,3
5499,8,1,1,1,2,N,0,4
5500,2,6,1,1,2,N,6,8
5501,1,6,1,1,2,N,9,11
5502,2,4,1,3,0,N,5,7
5503,2,6,2,1,2,N,2,7
5504,2,4,2,1,2,N,5,9
5505,1,4,2,1,2,N,6,7
5506,1,1,2,1,1,N,8,8
5507,2,6,2,1,2,N,6,9
5508,1,4,2,1,2,N,5,5
5509,6,1,2,1,1,N,4,9
5510,2,6,1,1,1,N,2,4
5511,1,N,2,1,1,N,N,3
5512,1,2,1,2,0,N,2,8
5513,1,N,2,1,1,N,N,1
5514,1,6,1,2,0,5,0,4
5515,2,5,2,1,2,N,3,5
5516,6,6,1,1,2,N,0,9
5517,6,6,2,1,1,N,0,9
5518,9,6,2,1,2,N,1,6
5519,2,6,2,1,2,N,6,7
5520,1,1,1,1,1,N,8,9
5521,1,6,2,1,2,N,0,5
5522,2,3,2,1,2,N,2,3
5523,8,6,1,1,2,N,0,4
5524,1,1,2,1,2,N,2,3
5525,2,N,2,1,1,N,N,3
5526,1,6,2,1,2,N,2,9
5527,1,N,1,1,1,N,N,3
5528,6,2,1,3,0,N,9,11
5529,1,N,2,1,2,N,N,2
5530,1,6,2,1,2,N,1,4
5531,1,1,1,1,1,N,9,5
5532,1,4,1,1,2,N,5,9
5533,1,1,2,1,2,N,9,10
5534,1,1,2,1,2,N,5,10
5535,1,1,1,1,1,N,9,10
5536,2,6,1,3,0,N,8,7
5537,1,6,2,1,2,N,7,9
5538,7,N,2,1,2,N,N,2
5539,1,6,2,1,2,N,2,7
5540,1,N,2,1,1,N,N,4
5541,1,4,1,1,2,N,8,10
5542,1,1,1,1,1,N,9,12
5543,2,4,1,1,2,N,7,5
5544,2,2,2,1,1,N,5,7
5545,1,1,1,1,1,N,8,9
5546,1,6,2,1,2,N,3,7
5547,8,6,1,1,2,N,5,7
5548,6,N,2,1,2,N,N,N
5549,1,1,1,1,2,N,7,10
5550,6,6,2,1,2,N,0,4
5551,1,1,1,1,1,N,8,10
5552,6,6,1,1,1,N,3,1
5553,1,1,1,1,1,N,0,10
5554,1,6,1,1,1,N,2,6
5555,2,6,2,1,2,N,2,3
5556,1,6,2,1,1,N,0,12
5557,1,4,2,1,1,N,3,9
5558,1,6,1,1,2,N,1,10
5559,1,N,2,1,1,N,N,3
5560,3,6,2,1,1,N,5,8
5561,3,N,2,1,1,N,N,1
5562,1,6,1,1,1,N,6,9
5563,3,4,1,1,1,N,4,5
5564,1,4,1,1,2,N,9,7
5565,1,1,1,1,1,N,9,11
5566,2,1,1,1,1,N,7,5
5567,1,N,2,1,2,N,N,3
5568,2,6,1,1,2,N,2,5
5569,1,4,1,1,2,N,4,6
5570,2,6,2,1,2,N,0,4
5571,2,5,2,1,1,N,1,6
5572,2,6,1,1,2,N,0,7
5573,1,6,1,1,1,N,0,4
5574,1,6,1,1,1,N,5,9
5575,1,1,1,1,1,N,9,9
5576,1,6,1,3,0,N,0,7
5577,2,6,2,1,2,N,1,7
5578,1,N,2,1,1,N,N,3
5579,1,1,1,1,1,N,6,10
5580,9,N,2,1,2,N,N,3
5581,2,6,1,1,2,N,2,5
5582,2,6,2,3,0,N,0,7
5583,1,2,2,1,2,N,9,9
5584,1,4,1,1,2,N,5,5
5585,1,N,2,1,2,N,N,3
5586,8,1,2,1,1,N,4,7
5587,1,6,2,1,2,N,2,9
5588,6,N,1,1,1,N,N,3
5589,6,1,1,1,1,N,4,10
5590,2,4,2,1,1,N,6,7
5591,2,N,1,1,2,N,N,3
5592,9,6,2,1,1,N,7,9
5593,2,1,2,1,1,N,5,10
5594,1,6,2,1,2,N,6,8
5595,2,N,2,1,2,N,N,3
5596,2,6,2,1,2,N,0,4
5597,6,N,1,1,1,N,N,3
5598,2,6,2,1,2,N,5,10
5599,1,1,1,1,1,4,7,10
5600,1,1,2,1,2,N,0,9
5601,1,6,1,1,1,N,9,5
5602,1,4,1,1,2,N,2,5
5603,2,N,1,1,2,N,N,2
5604,1,1,2,1,2,N,4,10
5605,1,6,2,1,2,N,9,10
5606,2,N,2,1,2,N,N,3
5607,2,6,1,1,2,N,4,9
5608,1,N,1,1,1,N,N,3
5609,1,4,1,1,1,N,5,9
5610,1,1,1,1,1,N,9,10
5611,1,6,1,1,1,N,4,9
5612,1,N,2,1,2,N,N,3
5613,8,6,1,1,2,N,1,4
5614,1,1,1,1,1,N,8,9
5615,9,1,1,1,1,N,3,4
5616,1,1,2,1,1,N,3,11
5617,1,N,2,1,1,N,N,N
5618,1,6,2,1,2,N,0,7
5619,6,N,1,1,1,N,N,2
5620,8,6,1,1,1,N,0,4
5621,2,1,2,1,2,N,0,4
5622,1,6,1,1,1,N,4,7
5623,2,6,1,1,1,N,7,5
5624,6,3,2,1,2,N,3,8
5625,1,6,1,1,1,N,7,9
5626,2,6,1,1,2,N,4,4
5627,1,N,1,1,1,N,N,3
5628,1,6,1,1,1,N,8,10
5629,6,1,1,1,2,N,5,5
5630,1,1,1,1,1,N,9,12
5631,1,1,2,1,1,N,9,9
5632,1,6,2,3,0,N,3,7
5633,1,3,2,1,1,N,5,10
5634,1,1,2,1,1,N,0,10
5635,1,N,1,1,2,N,N,3
5636,5,2,1,1,1,N,7,4
5637,2,4,2,1,2,N,3,8
5638,2,6,1,1,2,N,5,5
5639,2,1,1,1,1,N,5,7
5640,2,1,1,1,1,N,4,7
5641,6,1,1,1,1,N,8,9
5642,6,6,2,1,2,N,0,3
5643,1,6,1,1,2,N,5,9
5644,2,2,1,1,2,N,4,8
5645,1,6,2,1,2,N,1,9
5646,1,N,1,1,1,N,N,3
5647,2,1,2,1,1,N,8,7
5648,1,N,2,1,2,N,N,3
5649,1,1,1,1,1,N,9,10
5650,1,4,1,1,1,N,2,7
5651,1,6,1,3,0,N,1,7
5652,1,1,1,1,1,N,7,9
5653,2,4,1,1,2,N,9,9
5654,1,1,1,1,1,N,7,5
5655,3,1,1,1,1,N,3,4
5656,1,6,1,1,2,N,7,9
5657,6,1,2,1,1,N,4,9
5658,6,1,1,1,1,N,8,8
5659,6,3,2,1,2,N,5,10
5660,2,6,1,3,0,N,3,7
5661,2,6,1,1,2,N,1,6
5662,1,1,1,1,1,N,9,11
5663,3,4,1,1,1,N,5,8
5664,1,N,1,1,1,N,N,3
5665,1,6,1,2,0,N,4,5
5666,1,6,2,1,1,N,0,5
5667,1,1,2,1,1,N,2,7
5668,1,6,2,1,2,N,0,3
5669,1,N,1,1,1,N,N,N
5670,2,2,2,1,1,N,2,4
5671,1,4,2,1,2,N,3,10
5672,1,N,1,1,1,N,N,3
5673,1,6,1,1,2,N,4,5
5674,1,1,1,1,1,N,6,7
5675,1,6,1,1,2,N,9,10
5676,1,6,1,1,2,N,9,10
5677,1,6,1,1,2,N,8,7
5678,1,1,2,1,1,N,3,10
5679,6,3,1,1,2,N,6,1
5680,2,2,1,1,2,N,0,7
5681,2,1,1,1,1,N,4,5
5682,3,6,1,1,2,N,1,4
5683,1,6,2,1,1,N,8,11
5684,1,4,1,1,1,N,3,7
5685,2,4,2,1,1,N,6,8
5686,1,4,1,1,1,N,5,7
5687,1,1,2,1,1,N,0,9
5688,2,4,2,1,1,N,5,7
5689,1,N,1,1,1,N,N,3
5690,6,6,2,1,2,N,7,10
5691,2,1,1,1,1,N,N,3
5692,2,3,2,1,1,N,2,6
5693,1,6,1,1,2,N,0,3
5694,1,1,1,1,1,N,9,9
5695,1,6,2,3,0,N,1,4
5696,2,1,1,1,1,N,8,9
5697,8,2,2,1,2,N,6,9
5698,2,3,2,1,2,N,4,4
5699,6,6,1,1,2,N,8,10
5700,6,6,2,1,2,N,9,10
5701,9,N,1,1,2,N,N,2
5702,1,N,2,1,2,N,N,N
5703,6,1,1,1,1,N,9,12
5704,1,1,2,1,1,N,8,12
5705,1,1,2,1,1,N,6,7
5706,2,1,1,1,1,N,3,9
5707,2,6,1,1,1,N,2,5
5708,1,N,1,1,1,3,N,2
5709,1,6,2,1,1,N,9,7
5710,3,1,2,1,1,N,4,10
5711,9,N,1,1,2,N,N,N
5712,1,6,2,1,2,N,0,5
5713,1,1,1,1,1,N,9,4
5714,1,6,2,1,1,N,0,5
5715,1,1,1,1,1,N,7,9
5716,2,N,1,1,1,N,N,2
5717,1,1,1,1,1,N,6,5
5718,2,6,2,1,1,N,1,4
5719,2,1,1,1,1,N,7,6
5720,1,6,1,1,1,N,2,5
5721,1,6,1,1,1,N,1,5
5722,2,6,2,1,2,N,0,4
5723,2,6,2,1,1,N,0,4
5724,1,6,1,1,1,N,7,9
5725,1,4,2,1,2,N,8,10
5726,1,1,1,1,1,N,7,5
5727,1,1,1,1,1,N,7,5
5728,2,6,1,1,2,N,8,4
5729,2,6,2,1,2,N,9,8
5730,1,1,2,1,1,5,6,9
5731,2,4,1,1,2,N,4,5
5732,1,5,2,1,2,N,5,9
5733,2,1,1,1,2,N,9,5
5734,1,N,1,1,1,N,N,N
5735,2,N,1,1,2,N,N,1
5736,1,1,2,1,1,N,9,11
5737,8,4,1,1,2,N,0,3
5738,6,6,1,1,1,N,9,10
5739,6,1,1,1,1,N,7,9
5740,1,6,1,3,0,N,9,9
5741,1,1,2,1,2,N,9,10
5742,1,1,2,1,1,N,8,10
5743,1,6,1,1,2,N,3,9
5744,1,1,1,1,2,N,6,8
5745,2,6,2,1,2,N,9,9
5746,6,6,1,3,0,N,5,4
5747,9,6,1,1,1,N,8,7
5748,1,6,1,3,0,N,0,7
5749,2,3,2,1,1,N,4,3
5750,9,1,2,1,1,N,5,3
5751,1,1,1,1,1,N,9,7
5752,1,1,1,1,1,N,8,6
5753,1,1,2,1,1,N,1,5
5754,1,4,2,1,1,N,2,7
5755,2,6,2,1,1,N,0,4
5756,1,6,2,1,1,N,0,4
5757,1,1,1,1,1,N,1,5
5758,1,1,2,1,1,N,6,6
5759,2,4,2,1,2,N,4,5
5760,1,4,2,1,2,N,8,12
5761,2,1,1,1,2,N,3,7
5762,1,1,1,1,1,N,9,10
5763,2,2,1,2,0,N,2,6
5764,2,4,1,1,2,N,5,7
5765,1,1,2,1,1,N,9,10
5766,1,1,2,1,1,N,9,6
5767,1,N,1,1,1,N,N,3
5768,2,6,1,3,0,N,0,5
5769,2,6,1,1,1,N,4,5
5770,1,N,1,1,1,N,N,3
5771,2,N,1,1,1,N,N,3
5772,1,1,1,1,2,N,2,4
5773,9,1,2,1,1,N,7,10
5774,2,6,1,1,2,N,1,5
5775,1,1,1,1,1,N,7,5
5776,1,1,1,1,1,N,9,11
5777,1,3,1,3,0,N,3,7
5778,8,N,2,3,0,N,N,3
5779,6,1,1,1,1,N,9,7
5780,1,1,1,1,1,N,4,9
5781,2,6,1,1,2,N,0,4
5782,6,1,1,1,1,N,8,10
5783,1,1,1,1,1,N,7,10
5784,1,1,1,1,2,N,5,4
5785,2,6,1,1,1,N,3,8
5786,1,6,2,1,1,N,8,9
5787,6,6,1,1,2,N,8,9
5788,1,N,1,1,2,N,N,3
5789,1,N,1,1,1,N,N,3
5790,1,1,2,1,1,N,5,9
5791,2,N,1,1,1,N,N,3
5792,2,N,2,1,1,N,N,3
5793,6,1,2,1,1,N,0,9
5794,6,6,1,3,0,N,8,7
5795,1,6,1,1,1,N,8,9
5796,1,4,2,1,1,N,5,8
5797,2,6,1,1,2,N,3,3
5798,1,4,1,1,1,N,6,6
5799,8,6,1,1,1,N,1,5
5800,1,1,2,1,1,N,9,11
5801,1,5,2,1,2,N,5,7
5802,6,1,2,1,1,N,9,9
5803,3,1,1,1,2,N,0,1
5804,2,6,1,1,2,N,4,10
5805,1,N,2,1,1,N,N,4
5806,8,1,2,1,1,N,0,5
5807,6,6,2,3,0,N,0,7
5808,1,4,1,1,1,N,4,7
5809,1,6,2,1,2,N,7,11
5810,1,6,1,1,2,N,6,7
5811,2,6,2,1,2,N,5,4
5812,2,6,2,1,2,N,0,4
5813,2,6,1,1,1,N,0,4
5814,1,1,1,1,2,N,9,12
5815,3,6,2,1,2,N,0,5
5816,8,4,2,1,2,N,3,7
5817,9,6,1,1,1,N,4,5
5818,1,6,1,1,2,N,8,8
5819,2,6,1,1,2,2,3,7
5820,1,N,2,1,1,N,N,3
5821,1,N,1,1,2,N,N,3
5822,1,1,1,1,1,N,5,11
5823,1,6,2,1,1,N,0,10
5824,1,1,1,1,1,N,7,10
5825,3,1,1,1,2,N,6,5
5826,1,1,1,1,1,N,9,10
5827,1,1,2,1,1,N,8,10
5828,1,6,2,1,1,N,0,4
5829,8,N,2,1,1,N,N,1
5830,2,1,1,1,2,N,3,7
5831,1,1,1,1,2,N,1,7
5832,1,1,1,1,1,N,5,7
5833,1,5,2,1,2,N,6,9
5834,1,1,2,1,1,N,6,7
5835,1,1,2,1,2,N,3,5
5836,1,4,2,1,2,N,7,12
5837,1,6,1,1,1,N,3,9
5838,5,1,1,1,1,N,0,3
5839,2,N,2,1,2,N,N,3
5840,1,6,1,1,1,N,9,10
5841,3,1,2,1,1,N,0,4
5842,1,1,1,1,1,N,5,5
5843,1,1,1,1,1,N,9,12
5844,6,1,1,1,1,N,9,10
5845,2,6,1,1,2,N,3,8
5846,8,1,1,1,2,N,5,10
5847,1,1,1,1,1,N,8,8
5848,2,3,2,1,2,N,3,5
5849,2,4,2,1,2,N,1,6
5850,1,1,1,1,1,N,9,10
5851,1,1,2,1,1,N,9,10
5852,1,6,1,1,2,N,0,10
5853,1,1,1,1,1,N,9,9
5854,1,1,2,1,1,N,9,9
5855,9,1,2,1,2,N,5,6
5856,1,6,1,3,0,N,2,5
5857,1,6,1,1,1,N,1,4
5858,1,3,2,1,1,N,0,3
5859,6,6,2,1,1,N,4,9
5860,1,N,2,1,1,N,N,6
5861,1,1,2,1,1,N,6,7
5862,2,6,1,1,1,N,1,4
5863,2,1,2,1,1,N,0,5
5864,2,2,2,1,1,N,2,5
5865,1,1,2,1,1,N,9,10
5866,1,6,2,1,1,N,0,4
5867,3,6,1,1,1,N,0,4
5868,1,1,1,1,1,N,3,7
5869,1,1,2,1,1,N,9,11
5870,6,6,1,1,2,N,1,7
5871,2,6,2,3,0,N,1,5
5872,2,6,1,1,2,N,1,4
5873,1,6,2,1,1,N,1,9
5874,1,1,2,1,1,N,3,9
5875,1,1,2,1,1,N,7,9
5876,1,N,1,1,1,N,N,2
5877,1,4,2,3,0,N,2,7
5878,9,N,1,1,1,N,N,2
5879,5,5,1,1,1,N,1,7
5880,1,1,2,1,1,N,4,8
5881,2,N,1,1,2,N,N,1
5882,1,N,1,1,1,N,N,1
5883,1,6,1,1,1,N,9,9
5884,2,6,1,1,1,N,2,6
5885,3,N,2,1,1,N,N,3
5886,1,6,1,1,1,N,8,9
5887,1,1,2,1,1,N,7,9
5888,1,1,1,1,2,N,0,12
5889,1,3,2,1,1,N,8,10
5890,1,6,1,1,2,N,2,4
5891,1,1,1,1,1,N,8,10
5892,1,6,1,1,1,N,0,4
5893,8,4,2,1,2,N,2,5
5894,1,4,2,1,2,N,8,9
5895,1,6,2,1,2,N,1,4
5896,1,1,1,1,1,N,8,9
5897,1,4,2,1,1,N,2,5
5898,1,6,2,1,1,N,1,9
5899,1,1,1,1,2,N,4,4
5900,2,4,2,1,2,N,4,3
