,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
4282,2,6,1,1,2,N,5,5
4283,1,N,1,1,1,N,N,3
4284,2,6,2,3,0,N,0,5
4285,2,4,1,1,2,N,3,7
4286,1,3,1,1,1,N,2,5
4287,9,N,2,1,1,N,N,3
4288,1,3,2,1,1,N,5,9
4289,1,1,1,1,1,N,5,11
4290,6,1,2,1,2,N,9,10
4291,1,6,2,1,1,N,9,10
4292,2,4,1,1,1,N,6,5
4293,6,N,2,1,1,N,N,3
4294,6,6,1,1,1,N,9,9
4295,1,6,2,1,2,N,2,7
4296,1,N,2,1,2,N,N,3
4297,2,6,2,3,0,N,1,7
4298,1,N,2,1,2,N,N,3
4299,2,6,1,3,0,N,2,3
4300,1,6,1,1,1,N,1,4
4301,1,2,2,3,0,N,0,3
4302,6,1,1,1,2,N,8,9
4303,1,1,1,1,1,N,9,9
4304,1,6,2,1,1,N,5,9
4305,2,N,1,1,2,N,N,3
4306,1,N,2,1,1,N,N,3
4307,6,6,2,1,2,N,5,7
4308,9,N,1,1,1,N,N,N
4309,2,4,2,1,2,N,7,8
4310,1,1,1,1,1,N,9,9
4311,1,1,1,1,2,N,3,5
4312,2,6,2,1,1,N,5,7
4313,2,6,1,1,1,N,9,8
4314,6,6,2,1,2,N,9,10
4315,6,6,1,1,2,N,9,9
4316,2,N,1,1,2,N,N,1
4317,2,3,2,1,1,N,6,5
4318,6,6,1,1,2,N,0,9
4319,6,6,1,1,2,N,3,9
4320,1,1,2,1,1,N,7,5
4321,1,6,2,3,0,N,3,6
4322,3,1,2,1,1,N,2,5
4323,3,6,1,1,1,N,3,5
4324,1,N,2,1,2,N,N,N
4325,3,4,1,1,2,N,8,10
4326,1,N,1,1,1,N,N,2
4327,6,1,2,1,1,N,9,9
4328,1,1,1,1,1,N,1,5
4329,1,6,2,1,2,N,3,7
4330,5,6,2,3,0,N,3,5
4331,8,6,2,1,2,N,2,4
4332,1,6,1,1,1,N,1,5
4333,1,6,2,1,1,N,4,7
4334,1,6,1,1,2,N,4,3
4335,2,5,1,1,2,N,2,4
4336,1,1,2,1,1,N,6,10
4337,2,6,1,1,2,N,7,10
4338,6,1,2,1,2,N,4,7
4339,1,2,2,1,1,N,0,9
4340,8,6,1,2,0,N,0,7
4341,2,6,1,1,2,N,2,4
4342,4,1,1,1,1,N,0,6
4343,1,1,1,1,1,N,3,3
4344,1,6,1,1,1,N,7,7
4345,2,1,2,1,1,N,6,7
4346,8,N,2,1,1,N,N,3
4347,1,1,2,1,1,N,7,4
4348,2,6,1,2,0,N,3,7
4349,2,N,1,1,1,N,N,N
4350,6,2,2,3,0,N,0,5
4351,1,6,1,1,1,N,3,8
4352,2,N,2,1,1,N,N,N
4353,1,6,2,1,1,N,1,9
4354,1,1,1,1,1,N,7,10
4355,1,6,1,1,2,N,7,8
4356,3,N,1,1,2,N,N,1
4357,1,6,1,2,0,N,5,5
4358,1,6,2,1,2,N,2,4
4359,1,1,1,1,1,N,9,6
4360,1,1,2,1,1,N,5,5
4361,2,1,2,1,1,N,3,3
4362,2,6,1,1,1,N,3,3
4363,3,6,1,1,2,N,5,7
4364,1,4,2,1,1,N,3,8
4365,1,2,2,1,1,N,0,5
4366,2,6,1,1,2,N,0,4
4367,2,6,1,1,1,N,0,4
4368,2,6,2,1,2,N,0,4
4369,1,1,2,1,1,N,9,10
4370,2,1,2,1,2,N,5,8
4371,8,N,2,1,1,N,N,3
4372,2,3,2,1,2,N,5,3
4373,1,1,2,1,1,N,9,10
4374,2,6,2,1,2,N,6,9
4375,2,4,2,1,2,N,5,7
4376,1,6,1,1,1,N,1,4
4377,1,2,2,1,1,N,9,9
4378,1,6,1,3,0,N,0,4
4379,1,4,2,3,0,N,5,7
4380,1,1,1,1,1,N,8,10
4381,1,1,1,1,1,N,1,5
4382,2,4,2,1,2,N,3,5
4383,6,1,2,1,2,N,5,9
4384,1,1,2,1,1,N,9,11
4385,1,6,2,1,1,N,9,12
4386,1,6,2,1,2,N,4,7
4387,2,1,1,1,2,N,3,12
4388,1,1,2,1,1,N,0,5
4389,2,4,2,1,2,N,4,7
4390,2,5,2,1,1,N,0,5
4391,2,6,1,1,2,N,5,5
4392,1,1,1,1,2,N,5,4
4393,1,4,1,1,1,N,9,9
4394,1,1,2,1,2,N,4,9
4395,1,2,1,1,1,N,1,6
4396,2,N,1,1,1,N,N,3
4397,2,6,2,3,0,N,0,7
4398,6,1,1,1,1,N,9,10
4399,6,6,2,1,1,N,1,7
4400,1,1,2,1,1,N,6,9
4401,9,6,1,1,2,N,4,9
4402,2,6,1,1,1,N,1,6
4403,1,1,2,1,2,N,2,5
4404,1,N,2,1,2,N,N,3
4405,1,1,1,1,1,N,8,8
4406,1,1,2,1,1,N,2,5
4407,6,6,1,1,2,N,7,11
4408,2,6,1,1,1,2,2,7
4409,1,1,1,1,1,N,8,9
4410,2,6,2,1,1,N,4,4
4411,1,N,2,1,1,N,N,3
4412,6,4,1,3,0,N,0,5
4413,2,N,2,1,1,N,N,3
4414,2,6,2,1,2,N,1,7
4415,1,1,1,1,1,N,9,10
4416,1,N,1,1,2,N,N,3
4417,1,N,2,1,1,N,N,4
4418,8,1,2,1,2,N,2,8
4419,6,1,2,1,1,N,0,7
4420,9,6,2,1,2,N,5,7
4421,3,6,2,1,1,N,5,6
4422,1,4,2,3,0,N,5,8
4423,1,6,1,1,2,N,7,7
4424,1,6,1,2,0,N,2,4
4425,2,4,2,1,1,N,9,9
4426,1,4,2,1,2,N,2,6
4427,6,6,2,1,1,N,4,5
4428,1,N,2,1,1,N,N,3
4429,6,6,2,3,0,N,3,7
4430,1,1,2,1,2,N,7,10
4431,9,6,1,1,2,N,6,6
4432,2,1,2,1,1,N,6,5
4433,1,6,2,3,0,N,8,7
4434,1,1,1,1,1,N,4,5
4435,9,6,2,1,1,N,6,7
4436,1,1,2,1,1,N,9,10
4437,1,1,2,1,2,N,8,10
4438,2,6,1,3,0,N,0,7
4439,1,6,2,1,1,N,5,7
4440,9,1,1,1,1,N,4,5
4441,5,N,2,1,2,N,N,2
4442,1,2,1,3,0,N,8,7
4443,1,1,2,1,1,N,5,5
4444,1,1,2,1,1,N,4,7
4445,2,4,2,1,2,N,7,5
4446,2,6,1,2,2,N,5,9
4447,6,1,1,1,1,N,9,11
4448,1,3,2,1,1,N,2,10
4449,6,1,2,1,2,N,9,11
4450,2,1,1,1,2,N,0,4
4451,2,N,1,1,2,N,N,3
4452,2,5,2,1,1,N,1,4
4453,2,4,1,1,2,N,2,7
4454,1,1,1,1,1,N,9,12
4455,1,1,1,1,1,N,5,7
4456,1,4,2,1,1,N,2,10
4457,1,4,2,1,1,N,8,9
4458,9,1,2,1,1,N,8,9
4459,1,1,2,1,1,N,6,9
4460,1,1,1,1,1,N,6,4
4461,2,3,2,1,2,N,6,7
4462,1,1,1,1,1,N,1,8
4463,2,N,2,1,1,N,N,2
4464,1,6,1,3,0,N,2,7
4465,2,6,1,1,2,N,5,5
4466,9,N,1,1,2,N,N,2
4467,1,N,2,1,1,N,N,3
4468,2,5,2,1,2,N,8,9
4469,1,6,1,1,2,N,9,9
4470,1,N,1,1,2,N,N,3
4471,2,1,2,1,1,N,0,5
4472,4,1,2,1,1,N,8,11
4473,1,N,1,1,2,N,N,3
4474,2,4,2,1,2,N,0,6
4475,1,3,1,1,2,N,2,10
4476,2,6,2,1,2,N,4,7
4477,1,6,2,1,1,N,5,7
4478,1,1,1,1,1,N,9,12
4479,6,6,2,1,2,N,0,10
4480,2,3,2,1,1,N,2,5
4481,1,1,1,1,1,N,9,7
4482,1,1,2,1,1,N,5,9
4483,9,1,2,1,1,N,8,7
4484,1,4,2,1,1,N,5,11
4485,2,N,2,1,2,N,N,3
4486,1,4,1,1,2,N,3,4
4487,1,2,2,1,1,N,7,4
4488,8,5,2,1,2,N,1,8
4489,2,N,1,1,1,N,N,1
4490,1,1,1,1,1,N,9,9
4491,1,4,2,1,2,N,6,8
4492,2,6,1,1,1,N,7,8
4493,1,6,2,1,1,N,8,9
4494,1,1,1,1,1,N,3,4
4495,2,1,1,1,1,N,4,7
4496,1,3,2,1,1,N,4,5
4497,2,6,2,1,2,N,6,9
4498,1,6,2,1,1,N,9,8
4499,2,5,1,1,2,N,0,4
4500,1,1,1,1,2,N,9,9
4501,1,6,1,3,0,N,1,7
4502,1,1,2,1,1,N,9,9
4503,2,4,1,1,1,N,3,5
4504,1,1,1,1,2,N,7,9
4505,1,6,1,1,1,N,4,4
4506,2,N,1,1,2,N,N,3
4507,2,1,2,1,1,N,4,5
4508,1,1,1,1,1,N,7,5
4509,1,2,2,1,1,N,0,7
4510,2,3,1,1,2,N,N,3
4511,2,6,1,1,2,N,5,5
4512,1,6,2,1,1,N,2,6
4513,2,3,2,1,1,N,2,5
4514,1,4,1,1,1,N,9,10
4515,8,6,2,1,2,N,0,1
4516,2,6,1,1,2,N,0,5
4517,1,1,2,1,2,N,8,10
4518,2,4,2,1,2,N,1,6
4519,2,6,2,1,1,N,8,10
4520,2,3,2,1,1,N,4,6
4521,3,6,1,1,2,N,2,3
4522,2,N,2,1,2,N,N,1
4523,1,2,2,3,0,N,0,6
4524,2,6,2,1,2,N,5,5
4525,1,1,1,1,1,N,6,10
4526,2,5,2,1,1,N,0,4
4527,2,N,2,1,1,N,N,N
4528,1,1,1,1,1,N,9,9
4529,1,1,1,1,1,N,2,7
4530,2,6,2,1,2,N,7,9
4531,2,3,2,1,2,N,N,2
4532,9,1,2,1,2,N,6,5
4533,6,1,1,1,1,N,9,10
4534,1,1,2,1,1,N,9,10
4535,2,1,2,1,2,N,1,8
4536,1,1,1,1,1,N,9,10
4537,1,1,1,1,1,N,8,4
4538,6,N,1,1,2,N,N,1
4539,2,6,1,1,2,N,8,9
4540,3,6,1,1,1,N,4,6
4541,2,6,1,1,1,N,4,8
4542,2,6,1,1,2,N,3,7
4543,1,N,2,1,1,N,N,3
4544,9,6,1,1,2,N,6,9
4545,1,1,2,1,1,N,4,9
4546,1,3,2,1,2,N,2,7
4547,1,1,2,1,1,2,7,9
4548,1,6,2,1,1,N,0,9
4549,1,1,1,1,1,N,8,10
4550,1,1,2,1,1,N,5,9
4551,1,N,1,1,2,N,N,1
4552,8,1,1,1,1,N,8,7
4553,1,N,2,1,1,N,N,1
4554,1,1,2,1,1,N,7,9
4555,1,6,1,1,2,N,1,5
4556,2,6,2,1,2,N,0,4
4557,2,6,1,1,2,N,6,8
4558,1,6,2,3,0,N,0,4
4559,2,N,1,1,1,N,N,3
4560,1,4,1,1,1,N,8,10
4561,1,1,2,1,2,N,9,10
4562,2,6,2,1,2,N,2,5
4563,1,N,1,1,1,N,N,3
4564,1,N,2,1,1,N,N,3
4565,1,1,1,1,1,N,3,5
4566,1,3,1,1,1,N,4,1
4567,1,1,2,1,1,N,1,9
4568,1,1,2,1,2,N,8,9
4569,1,1,1,1,2,N,8,10
4570,1,1,2,1,1,N,7,10
4571,1,1,2,1,1,N,5,7
4572,1,1,2,1,1,N,0,4
4573,1,1,1,1,1,5,4,5
4574,1,1,2,1,1,N,3,9
4575,8,2,1,1,2,N,2,4
4576,1,3,1,1,1,N,9,12
4577,2,3,2,1,2,N,2,7
4578,1,3,2,1,1,N,3,5
4579,1,1,1,1,1,N,9,9
4580,1,1,1,1,1,N,9,9
4581,1,6,1,3,0,N,1,7
4582,8,2,2,1,1,N,6,9
4583,1,6,2,1,2,N,1,8
4584,1,6,1,2,0,N,1,7
4585,2,6,2,1,2,N,3,9
4586,1,1,1,1,1,N,9,12
4587,1,3,2,1,2,N,3,7
4588,2,6,2,1,1,N,1,4
4589,6,1,2,1,1,N,9,7
4590,1,3,1,1,2,N,9,12
4591,1,1,1,1,1,N,8,9
4592,2,1,1,1,2,N,4,5
4593,1,1,2,1,1,N,6,7
4594,2,6,2,1,2,N,2,5
4595,1,N,2,1,2,N,N,2
4596,3,6,2,1,1,N,0,4
4597,1,6,1,2,0,N,3,7
4598,1,1,2,1,1,N,9,10
4599,1,4,2,1,1,N,7,7
4600,1,6,2,1,2,N,7,5
4601,2,N,1,1,2,N,N,3
4602,2,N,2,1,2,N,N,3
4603,1,1,2,1,2,N,4,9
4604,1,6,1,3,0,N,3,7
4605,1,6,1,3,0,N,8,12
4606,5,N,1,1,1,N,N,2
4607,8,1,2,1,1,N,6,9
4608,1,4,1,1,1,N,9,11
4609,1,1,2,1,1,N,4,7
4610,1,N,1,1,1,N,N,3
4611,1,N,2,1,2,N,N,2
4612,1,3,2,1,0,N,3,7
4613,2,N,2,1,1,N,N,3
4614,8,6,1,1,2,N,3,7
4615,1,1,1,1,1,N,8,10
4616,2,4,2,1,2,N,7,7
4617,1,4,2,1,1,N,2,9
4618,8,1,2,1,2,N,2,9
4619,1,6,2,1,1,N,6,10
4620,2,6,1,1,2,N,0,5
4621,6,3,1,1,1,N,6,10
4622,1,1,2,1,1,N,5,8
4623,2,3,2,1,1,N,3,5
4624,1,1,1,1,1,N,0,9
4625,2,1,1,1,1,N,1,7
4626,1,1,1,1,2,N,4,7
4627,1,N,2,1,1,N,N,2
4628,1,4,2,1,1,N,6,9
4629,6,N,1,1,2,N,N,1
4630,1,1,2,1,2,N,6,7
4631,1,1,2,1,1,N,9,6
4632,6,1,1,1,2,N,9,12
4633,2,4,2,1,2,N,4,5
4634,1,3,2,1,1,N,4,9
4635,1,2,2,1,1,N,0,5
4636,1,6,2,1,1,N,6,11
4637,1,6,2,1,1,N,0,4
4638,9,N,1,1,1,N,N,N
4639,1,6,1,1,2,N,2,3
4640,1,1,1,1,1,N,8,7
4641,2,6,2,1,2,N,2,4
4642,2,1,2,1,1,N,3,4
4643,1,1,1,1,2,N,3,10
4644,1,1,2,1,1,N,3,10
4645,2,3,1,3,0,N,3,5
4646,2,1,1,1,2,N,7,8
4647,2,6,1,1,1,N,0,7
4648,1,1,1,1,1,N,8,5
4649,8,1,1,1,2,N,7,8
4650,9,N,2,1,1,N,N,2
4651,1,N,2,1,1,N,N,3
4652,6,2,1,3,0,N,2,9
4653,1,1,1,1,1,N,6,8
4654,6,N,2,1,1,N,N,3
4655,3,1,1,1,1,N,4,8
4656,6,1,2,1,1,N,0,4
4657,1,6,1,1,1,N,7,10
4658,3,6,2,1,2,N,3,5
4659,1,6,1,1,2,N,1,7
4660,6,6,2,1,2,N,3,9
4661,6,1,1,1,1,N,9,8
4662,2,5,2,1,1,N,8,10
4663,1,6,1,1,2,N,3,7
4664,6,2,1,1,1,N,2,3
4665,2,6,2,3,0,N,0,7
4666,1,1,2,1,1,N,5,8
4667,1,1,1,1,1,N,8,9
4668,1,1,1,1,1,N,9,6
4669,1,1,1,1,1,N,4,5
4670,6,4,2,1,1,N,2,8
4671,1,1,1,1,1,N,0,4
4672,2,4,2,1,2,N,6,7
4673,1,N,1,1,2,N,N,N
4674,1,1,1,1,2,N,5,8
4675,2,6,2,1,2,N,0,4
4676,1,1,1,1,1,N,9,6
4677,2,N,2,1,2,N,N,3
4678,6,1,2,1,1,N,3,9
4679,1,1,1,1,1,N,2,5
4680,1,6,1,1,2,N,8,4
4681,1,1,2,1,1,N,9,9
4682,3,6,2,1,2,N,0,6
4683,6,6,1,1,2,N,7,9
4684,1,1,1,1,1,N,8,9
4685,1,6,1,3,0,N,4,7
4686,1,4,1,1,1,N,4,7
4687,1,N,2,1,1,N,N,3
4688,1,6,2,1,1,N,4,5
4689,3,6,2,1,2,N,2,6
4690,2,4,1,1,1,N,4,8
4691,1,1,1,1,1,N,2,4
4692,1,1,2,1,1,N,6,9
4693,1,1,2,1,1,N,9,11
4694,1,1,1,1,1,N,8,7
4695,2,4,2,1,2,N,4,9
4696,1,6,2,1,1,N,3,5
4697,1,6,2,1,1,N,0,5
4698,5,6,2,1,1,N,9,5
4699,1,N,2,1,1,N,N,1
4700,2,1,1,1,1,N,2,4
4701,1,6,2,1,2,N,2,10
4702,1,1,2,1,1,N,9,12
4703,1,6,1,2,0,N,0,4
4704,1,1,1,1,1,N,6,6
4705,2,1,2,1,2,N,5,7
4706,2,1,2,1,2,N,6,4
4707,1,N,2,1,1,N,N,3
4708,2,6,1,1,1,N,3,5
4709,1,4,1,1,1,N,9,10
4710,1,6,1,1,2,N,8,9
4711,8,1,1,1,1,N,1,7
4712,6,6,1,1,1,N,1,4
4713,1,N,1,3,0,N,N,N
4714,1,1,2,1,1,N,6,8
4715,9,1,2,1,2,N,2,9
4716,2,6,1,1,2,N,4,4
4717,9,6,1,2,0,N,5,9
4718,6,1,2,1,1,N,0,9
4719,1,N,2,1,1,N,N,3
4720,1,1,2,1,2,N,4,10
4721,1,6,2,1,1,N,5,8
4722,2,N,2,1,2,N,N,3
4723,1,3,2,1,2,N,6,7
4724,2,6,2,1,2,N,1,4
4725,2,4,2,1,1,N,5,8
4726,1,1,2,2,2,N,5,5
4727,1,1,2,1,1,N,4,9
4728,1,N,1,1,2,N,N,3
4729,1,1,1,1,1,N,8,7
4730,2,6,1,1,2,N,0,4
4731,1,1,2,1,1,N,9,10
4732,2,6,1,1,2,N,0,4
4733,1,1,2,1,1,N,9,10
4734,1,6,2,1,2,N,3,10
4735,6,N,1,1,1,N,N,3
4736,1,1,1,1,1,N,9,11
4737,1,N,1,1,1,N,N,N
4738,1,6,2,2,0,N,2,6
4739,2,1,2,1,1,N,8,9
4740,6,1,1,1,1,N,9,12
4741,3,6,1,1,2,N,0,4
4742,1,1,2,1,1,N,8,11
4743,6,6,1,1,1,N,0,4
4744,1,6,1,1,2,N,4,9
4745,1,6,2,3,0,N,8,7
4746,1,6,2,1,1,N,0,3
4747,1,N,1,1,1,N,N,3
4748,1,6,2,1,1,N,9,11
4749,2,4,1,1,1,N,7,7
4750,9,6,2,1,2,N,8,10
4751,1,1,1,1,1,N,9,10
4752,1,1,1,1,1,N,9,10
4753,2,1,1,1,1,N,4,4
4754,1,6,1,1,1,N,3,5
4755,1,1,1,1,1,N,6,8
4756,1,6,1,1,1,N,9,9
4757,1,1,2,1,1,N,8,8
4758,9,6,1,1,1,N,0,4
4759,1,2,2,1,1,N,7,9
4760,2,6,1,1,1,N,1,4
4761,2,1,2,1,1,N,2,9
4762,3,6,2,1,2,N,0,1
4763,1,N,2,1,1,N,N,3
4764,1,N,2,1,1,N,N,3
4765,1,1,2,1,1,N,0,7
4766,1,6,1,3,0,N,0,7
4767,1,3,2,1,1,N,6,5
4768,2,N,2,1,2,N,N,1
4769,1,6,1,1,1,N,0,1
4770,1,3,2,1,1,N,6,9
4771,1,6,2,1,2,N,2,7
4772,2,N,2,1,1,N,N,3
4773,2,1,1,1,1,N,0,4
4774,9,N,1,1,1,N,N,3
4775,2,N,2,1,1,N,N,3
4776,1,N,1,1,2,N,N,1
4777,2,6,1,1,1,N,0,4
4778,9,6,1,1,2,N,0,4
4779,1,1,2,1,2,N,9,7
4780,2,6,2,1,1,N,5,10
4781,1,4,1,1,1,N,7,8
4782,2,6,2,1,1,N,2,7
4783,1,6,2,1,1,N,4,9
4784,8,N,1,1,1,N,4,1
4785,1,N,2,1,1,N,N,3
4786,9,N,1,1,2,N,N,2
4787,6,6,1,1,2,N,7,10
4788,1,1,1,1,2,N,8,10
4789,6,N,1,1,2,N,N,N
4790,1,1,1,1,1,N,8,10
4791,1,4,2,1,1,N,3,5
4792,1,1,1,1,1,N,8,12
4793,2,4,2,1,1,N,3,8
4794,9,N,1,1,2,N,N,1
4795,2,6,2,1,2,N,2,7
4796,8,1,2,1,1,N,3,12
4797,1,6,2,3,0,N,0,7
4798,1,4,1,1,1,N,6,7
4799,8,1,1,1,2,N,6,9
4800,1,6,2,1,2,N,1,9
4801,2,1,2,1,1,N,0,4
4802,9,6,1,1,1,N,2,4
4803,2,6,2,1,2,N,0,6
4804,2,3,2,1,2,N,3,1
4805,2,N,2,1,2,N,N,N
4806,1,6,2,1,1,N,8,10
4807,6,6,2,1,2,N,1,10
4808,1,6,2,1,1,N,1,5
4809,3,1,2,1,2,N,6,10
4810,9,N,1,1,2,N,N,2
4811,1,3,2,1,1,N,3,5
4812,2,1,2,1,1,N,0,9
4813,9,6,1,1,1,N,6,4
4814,1,3,2,1,1,N,1,10
4815,2,5,2,1,2,N,8,10
4816,6,6,2,1,2,N,2,9
4817,2,1,1,1,1,N,7,5
4818,1,1,2,1,2,N,8,9
4819,1,1,1,1,1,N,7,4
4820,1,1,2,1,1,N,3,5
4821,8,6,2,1,1,N,2,4
4822,1,6,2,3,0,N,0,5
4823,1,6,2,1,1,N,5,9
4824,1,N,1,1,1,N,N,2
4825,6,1,1,1,1,N,9,9
4826,2,6,1,1,1,N,5,7
4827,1,6,1,1,2,N,3,1
4828,8,1,1,1,2,N,1,12
4829,1,N,2,1,2,2,N,3
4830,2,4,1,1,1,N,8,6
4831,1,1,2,1,1,N,9,10
4832,8,4,1,1,2,N,8,4
4833,2,6,2,1,1,N,0,5
4834,1,6,1,3,0,N,5,7
4835,2,2,2,1,2,N,4,7
4836,1,3,2,1,1,N,3,7
4837,1,6,1,1,2,N,4,5
4838,2,4,1,1,2,N,6,5
4839,1,1,2,1,1,N,0,5
4840,1,6,2,1,1,N,6,4
4841,2,6,1,1,1,N,6,1
4842,2,4,1,1,1,N,3,5
4843,1,6,1,3,0,N,1,7
4844,1,3,2,1,2,N,2,7
4845,2,6,1,2,0,N,0,7
4846,2,3,2,1,1,N,9,10
4847,1,1,2,1,2,N,7,9
4848,1,6,1,1,1,N,0,4
4849,1,4,1,3,0,N,9,N
4850,2,6,1,1,2,N,2,7
4851,9,6,2,1,2,N,8,10
4852,1,6,1,1,1,N,9,4
4853,2,3,2,1,2,N,3,5
4854,1,1,1,1,1,N,9,5
4855,1,6,1,1,2,N,1,8
4856,7,4,2,1,1,N,7,8
4857,3,6,2,1,1,N,0,5
4858,2,6,1,3,0,N,0,5
4859,1,1,1,1,1,N,8,9
4860,1,1,1,1,1,N,7,10
4861,6,N,1,1,2,N,N,3
4862,1,1,1,1,1,N,9,10
4863,9,6,2,1,2,N,6,9
4864,6,2,2,1,1,N,1,11
4865,2,6,1,1,2,N,7,9
4866,2,6,1,2,0,N,1,9
4867,1,6,1,1,2,N,3,8
4868,2,6,1,3,0,N,1,7
4869,1,6,1,1,2,N,5,9
4870,2,6,2,1,2,N,0,5
4871,9,6,2,1,1,N,4,7
4872,1,1,1,1,1,N,9,9
4873,1,6,1,1,1,N,1,10
4874,1,1,1,1,1,N,9,10
4875,3,N,1,1,1,N,N,3
4876,1,N,2,1,1,N,N,3
4877,1,N,2,1,2,N,N,1
4878,8,1,2,1,1,N,7,9
4879,1,1,1,1,1,N,9,10
4880,2,5,2,1,2,N,0,5
4881,9,6,1,1,1,N,8,9
4882,5,4,2,1,1,N,6,7
4883,1,N,2,1,1,N,N,3
4884,1,1,1,1,2,4,3,5
4885,1,1,1,1,2,N,9,5
4886,1,1,1,1,1,N,9,9
4887,2,N,2,1,2,N,N,3
4888,1,1,2,1,1,N,4,5
4889,1,4,1,1,2,N,6,9
4890,6,6,2,1,1,N,1,10
4891,1,N,2,1,1,N,N,N
4892,6,6,2,1,2,N,1,9
4893,2,6,1,1,2,N,6,7
4894,2,N,1,1,1,N,N,3
4895,2,6,1,2,0,N,3,5
4896,3,4,2,1,1,N,8,7
4897,2,6,1,1,2,N,1,7
4898,1,1,2,1,2,N,3,5
4899,2,1,1,1,2,N,0,7
4900,1,1,1,1,1,N,9,10
4901,6,N,2,1,1,N,N,3
4902,9,1,1,1,1,N,9,10
4903,1,6,2,1,1,N,6,10
4904,2,N,2,1,1,N,N,3
4905,1,6,2,3,0,N,0,7
4906,2,4,1,1,2,N,2,7
4907,1,N,2,1,2,N,N,N
4908,9,N,1,1,1,N,N,3
4909,6,1,2,1,2,N,9,10
4910,1,N,2,1,1,5,N,3
4911,1,6,1,3,0,N,1,5
4912,1,6,2,1,2,N,7,9
4913,2,1,2,1,1,N,8,10
4914,2,6,2,1,2,N,3,4
4915,2,N,2,1,2,N,N,3
4916,1,N,1,1,1,N,N,3
4917,1,1,1,1,2,N,7,9
4918,6,1,1,1,1,N,8,4
4919,1,4,1,1,1,N,4,7
4920,6,6,2,2,2,N,0,5
4921,1,6,1,1,1,N,8,12
4922,1,6,1,2,0,N,1,5
4923,2,6,2,3,0,N,5,5
4924,9,1,1,1,1,N,7,3
4925,2,1,2,1,2,N,4,9
4926,3,6,2,1,1,N,5,7
4927,2,5,1,2,0,N,1,5
4928,2,6,1,1,1,N,1,5
4929,8,6,1,1,1,N,8,9
4930,1,1,1,1,1,N,9,4
4931,1,1,2,1,1,N,0,9
4932,1,1,2,1,1,N,0,4
4933,1,1,1,1,1,N,9,10
4934,2,6,1,1,2,N,8,7
4935,1,N,2,1,1,N,N,3
4936,1,N,1,1,2,N,N,3
4937,1,6,1,1,2,2,0,9
4938,1,1,1,1,2,N,8,12
4939,2,6,1,1,1,N,1,5
4940,6,1,1,1,1,N,9,12
4941,2,1,1,1,1,N,2,4
4942,1,1,2,1,1,N,5,5
4943,8,6,1,1,2,N,1,9
4944,1,N,1,1,2,N,N,N
4945,1,6,2,1,1,N,5,9
4946,1,2,1,3,0,N,1,7
4947,1,N,2,1,1,N,N,3
4948,1,6,2,1,2,N,4,4
4949,1,6,2,1,1,N,2,10
4950,1,1,1,1,1,N,9,9
4951,1,3,1,1,1,N,4,10
4952,2,3,2,1,1,N,3,3
4953,1,6,1,1,2,N,7,9
4954,1,1,2,1,1,N,0,5
4955,1,N,2,1,1,N,N,3
4956,1,2,2,1,2,N,6,9
4957,1,6,1,1,1,N,3,10
4958,1,1,1,1,1,N,9,7
4959,2,6,1,3,0,N,1,4
4960,6,1,1,1,1,N,7,10
4961,1,N,2,1,1,N,N,3
4962,2,N,2,1,1,N,N,N
4963,1,1,2,1,1,N,2,5
4964,1,6,1,1,2,N,2,4
4965,1,1,1,1,2,N,2,7
4966,6,4,1,1,2,N,9,9
4967,1,6,1,2,0,N,2,7
4968,2,1,1,1,1,N,3,10
4969,2,4,1,1,1,N,7,9
4970,2,1,2,1,1,N,7,5
4971,1,1,1,1,1,N,9,10
4972,1,N,1,1,1,N,N,3
4973,2,1,1,1,1,N,5,5
4974,1,1,1,1,1,N,9,10
4975,6,6,2,1,2,N,6,5
4976,1,1,2,1,1,N,0,11
4977,6,6,1,1,2,N,1,7
4978,2,N,2,1,1,N,N,3
4979,1,6,2,1,1,N,6,9
4980,2,6,1,1,1,N,4,5
4981,1,1,2,1,1,N,8,10
4982,1,6,2,1,2,N,1,9
4983,1,6,2,1,2,N,2,7
4984,2,6,2,1,2,N,4,6
4985,2,6,1,3,0,N,1,7
4986,1,1,1,1,1,N,0,11
4987,2,1,2,1,1,N,6,5
4988,2,1,2,1,1,N,5,9
4989,8,N,1,1,2,N,4,7
4990,3,6,2,1,2,N,0,4
4991,1,6,1,1,1,N,0,6
4992,1,1,2,1,1,N,5,9
4993,2,5,2,1,2,N,8,10
4994,1,1,2,1,1,N,4,7
4995,1,1,1,1,2,N,9,11
4996,6,1,1,1,1,N,7,12
4997,1,2,2,1,1,N,4,9
4998,1,N,2,1,2,N,N,N
4999,1,1,2,1,1,N,0,10
5000,2,4,1,1,1,N,2,8
5001,1,3,2,1,1,N,1,11
5002,1,6,2,1,2,N,1,11
5003,1,6,1,1,1,N,9,9
5004,1,6,1,1,1,N,6,7
5005,2,6,1,1,2,N,4,4
5006,1,6,1,2,0,N,0,6
5007,1,1,1,1,1,N,9,9
5008,1,1,1,1,1,N,9,11
5009,9,6,1,1,2,N,1,4
5010,2,N,2,1,2,N,N,3
5011,6,1,2,1,1,N,8,12
5012,6,N,2,1,2,N,N,3
5013,2,4,2,1,1,N,5,5
5014,1,1,2,1,1,N,5,10
5015,9,6,1,1,2,N,1,4
