,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
2609,2,6,1,3,0,N,5,5
2610,3,1,2,1,2,N,4,7
2611,1,1,1,1,2,N,2,6
2612,1,N,1,1,1,N,N,N
2613,1,1,1,1,1,N,3,9
2614,2,6,2,1,2,N,3,6
2615,2,5,1,3,0,N,3,7
2616,1,6,1,1,1,N,8,7
2617,1,6,2,1,2,N,1,9
2618,1,4,2,1,1,N,7,8
2619,1,1,2,1,1,N,9,11
2620,2,6,1,1,2,N,5,7
2621,6,N,1,1,2,N,N,2
2622,3,1,1,1,1,4,0,1
2623,1,N,1,1,1,N,N,3
2624,1,4,2,1,1,N,5,7
2625,1,6,1,1,2,N,3,7
2626,1,1,2,1,2,N,6,7
2627,1,5,2,1,1,N,1,5
2628,1,N,1,1,1,N,N,2
2629,1,1,2,1,1,N,6,11
2630,2,6,2,1,2,N,3,9
2631,1,1,1,1,2,N,4,5
2632,9,1,1,1,2,N,1,7
2633,2,N,1,1,2,N,N,1
2634,1,1,1,1,1,N,2,10
2635,1,6,2,1,2,N,6,9
2636,1,4,2,1,1,N,2,7
2637,2,5,1,1,2,N,4,7
2638,1,1,1,1,1,N,4,4
2639,1,1,1,1,1,N,9,11
2640,6,1,1,1,1,N,8,9
2641,2,6,2,1,2,N,0,5
2642,1,6,2,3,0,N,3,7
2643,6,1,1,1,1,N,9,9
2644,2,1,1,1,1,N,5,5
2645,1,1,2,1,1,N,1,7
2646,6,4,1,1,2,5,9,10
2647,1,6,2,1,2,N,4,9
2648,1,4,2,1,1,N,9,7
2649,2,N,1,1,1,N,N,3
2650,2,6,2,1,1,N,2,5
2651,1,4,1,1,1,N,9,8
2652,1,N,2,1,1,N,N,3
2653,1,1,1,1,1,N,9,10
2654,1,1,2,1,2,N,9,11
2655,1,1,2,1,1,N,0,7
2656,2,4,2,1,1,N,3,10
2657,2,1,2,1,1,N,2,9
2658,6,1,1,1,1,N,9,10
2659,2,5,1,1,2,N,8,7
2660,8,N,2,1,2,N,N,3
2661,2,5,2,1,2,N,4,7
2662,2,6,1,1,2,N,8,9
2663,1,6,1,1,1,N,8,9
2664,3,6,2,1,2,N,0,7
2665,6,3,1,1,2,N,9,12
2666,1,6,2,1,2,N,3,8
2667,2,3,2,1,2,N,1,4
2668,2,6,2,2,0,N,4,7
2669,1,6,2,3,0,N,0,5
2670,1,1,1,1,1,N,9,1
2671,1,1,2,1,2,N,9,10
2672,1,N,2,1,2,N,N,3
2673,1,1,2,1,1,N,5,9
2674,1,1,2,1,1,N,7,7
2675,1,6,1,1,1,N,1,9
2676,1,1,1,1,1,N,9,9
2677,1,N,1,1,2,N,N,3
2678,1,1,2,1,1,N,5,9
2679,6,N,1,1,2,N,N,3
2680,2,4,1,1,2,N,5,7
2681,1,6,1,2,0,N,4,5
2682,2,3,2,1,1,N,4,7
2683,1,6,1,1,1,N,4,9
2684,1,N,1,1,1,N,N,1
2685,1,1,2,1,2,N,7,10
2686,1,6,1,1,1,N,0,7
2687,1,6,2,1,1,N,1,5
2688,1,N,1,1,1,N,N,3
2689,7,6,1,1,1,N,4,4
2690,2,6,2,1,2,N,1,7
2691,7,2,2,1,1,N,7,5
2692,6,1,2,1,1,N,9,10
2693,2,1,1,1,1,N,9,12
2694,6,1,2,1,2,N,9,10
2695,2,6,2,1,1,N,4,7
2696,6,4,1,1,1,N,9,11
2697,1,4,2,1,2,N,2,7
2698,1,5,2,1,1,N,5,5
2699,1,6,1,1,1,N,0,4
2700,2,6,1,1,2,N,0,5
2701,1,N,1,1,2,N,N,3
2702,1,6,1,1,1,N,8,7
2703,1,6,1,1,2,N,9,9
2704,1,6,2,1,1,N,6,10
2705,6,6,2,1,2,N,2,10
2706,1,2,1,3,0,N,8,N
2707,2,N,1,1,2,N,N,3
2708,1,1,2,1,1,N,4,5
2709,2,N,2,1,2,N,N,1
2710,1,6,2,1,1,N,9,5
2711,1,N,2,1,1,N,N,3
2712,9,N,1,1,2,N,N,2
2713,6,2,2,1,2,N,5,3
2714,1,1,1,1,1,N,9,11
2715,1,6,2,1,2,N,4,9
2716,3,1,2,1,1,N,4,7
2717,2,2,1,1,2,N,2,7
2718,1,4,1,1,2,N,4,4
2719,3,4,2,1,1,N,2,5
2720,1,1,1,1,1,N,0,4
2721,2,N,2,1,2,N,N,3
2722,3,1,2,1,1,N,7,10
2723,2,4,2,1,1,N,2,7
2724,2,N,2,1,2,N,N,3
2725,6,6,2,1,2,N,0,1
2726,1,6,2,1,1,N,0,7
2727,6,1,2,1,1,N,1,5
2728,1,3,2,1,1,N,4,9
2729,1,6,1,1,1,N,5,7
2730,2,6,1,1,2,N,3,4
2731,1,1,1,1,1,N,4,9
2732,1,1,1,1,1,N,8,9
2733,2,N,1,1,1,N,N,3
2734,2,6,2,1,2,N,4,7
2735,1,1,2,1,1,N,7,10
2736,9,1,1,1,1,N,3,8
2737,1,3,2,1,1,N,4,7
2738,2,6,2,1,2,N,0,4
2739,1,6,1,3,0,N,2,7
2740,1,3,2,1,2,N,8,9
2741,1,4,2,1,1,N,2,6
2742,1,1,2,1,2,N,5,9
2743,1,1,2,1,1,N,9,11
2744,5,N,1,1,1,N,N,2
2745,1,1,2,1,1,N,5,9
2746,1,4,2,1,1,N,4,5
2747,2,6,1,3,0,N,0,7
2748,1,4,2,1,1,N,5,7
2749,1,6,1,1,1,N,0,7
2750,1,4,2,1,1,N,5,9
2751,8,3,2,1,2,N,6,3
2752,2,4,1,1,2,N,2,8
2753,2,N,2,1,2,N,N,3
2754,1,1,1,1,2,N,3,5
2755,2,N,1,1,1,N,N,2
2756,3,1,2,1,1,N,5,5
2757,1,3,2,1,2,N,4,6
2758,1,6,1,2,0,N,1,5
2759,9,N,1,1,2,N,N,N
2760,1,1,2,1,2,N,6,7
2761,2,6,2,1,2,N,3,7
2762,1,1,1,1,1,N,9,11
2763,2,N,1,1,2,N,2,3
2764,1,4,1,1,2,N,4,5
2765,1,1,2,1,1,N,5,9
2766,6,1,1,1,1,N,0,1
2767,1,1,1,1,1,N,6,5
2768,1,4,2,1,1,N,6,7
2769,2,N,2,1,2,N,N,3
2770,1,N,1,1,1,N,N,3
2771,1,N,2,1,1,N,N,N
2772,1,6,1,2,0,N,0,7
2773,1,2,1,1,1,N,8,9
2774,8,N,1,1,2,N,N,3
2775,1,6,1,1,1,N,9,9
2776,1,N,1,1,1,N,N,3
2777,1,6,1,1,1,N,1,6
2778,1,1,2,1,1,N,9,10
2779,1,1,1,1,1,N,9,9
2780,1,4,1,1,1,N,9,7
2781,1,1,2,1,1,N,8,6
2782,1,6,2,1,2,N,4,7
2783,1,6,1,1,1,N,7,8
2784,1,1,1,1,1,N,9,9
2785,1,1,2,1,2,N,4,7
2786,2,N,1,1,1,N,N,3
2787,2,6,1,1,1,N,2,5
2788,1,1,2,1,2,N,7,10
2789,1,1,2,1,1,N,6,10
2790,1,3,1,1,1,N,9,10
2791,1,1,1,1,1,N,9,12
2792,6,1,2,1,1,N,9,10
2793,2,6,1,1,2,N,5,5
2794,2,6,2,1,1,N,3,7
2795,1,1,1,1,1,N,8,12
2796,1,6,1,1,2,N,8,9
2797,6,2,1,1,1,N,6,8
2798,1,1,2,1,1,N,1,10
2799,1,6,2,1,1,N,0,7
2800,1,6,1,1,2,N,8,9
2801,2,3,2,1,2,N,9,12
2802,1,1,1,1,1,N,8,9
2803,2,1,2,1,2,N,8,10
2804,1,6,2,1,2,N,5,9
2805,2,1,2,1,1,N,1,7
2806,8,6,1,1,2,N,4,5
2807,1,1,1,1,1,N,9,11
2808,1,1,1,1,1,N,8,10
2809,2,3,2,1,1,N,3,5
2810,1,1,2,1,1,N,9,10
2811,1,N,2,1,2,N,N,N
2812,1,6,2,1,2,N,1,5
2813,8,5,1,2,0,N,8,4
2814,2,6,2,1,2,N,0,10
2815,3,1,2,1,2,N,6,8
2816,1,1,1,1,1,N,7,10
2817,1,6,1,3,0,N,1,5
2818,8,1,2,1,2,N,0,6
2819,1,N,1,1,1,N,N,N
2820,1,1,1,1,1,N,9,9
2821,6,1,2,1,1,N,2,6
2822,6,N,2,1,1,N,N,3
2823,2,6,2,1,2,N,3,4
2824,1,4,1,1,2,N,3,7
2825,1,6,1,1,1,N,8,7
2826,6,1,1,1,1,N,4,9
2827,1,3,1,1,1,N,9,11
2828,1,1,2,1,1,N,4,10
2829,1,6,2,1,2,N,4,5
2830,6,1,2,1,1,N,6,9
2831,1,4,2,1,1,N,1,11
2832,1,6,2,1,1,N,8,9
2833,1,5,2,1,2,N,4,6
2834,2,6,1,1,1,N,8,4
2835,7,2,2,1,1,N,5,7
2836,2,4,1,1,2,N,8,6
2837,1,N,2,1,2,N,N,2
2838,8,N,1,1,1,N,N,3
2839,6,6,2,1,1,N,1,10
2840,1,6,2,1,1,N,0,5
2841,1,6,1,1,2,N,9,7
2842,1,6,1,1,2,N,8,10
2843,2,6,1,1,1,N,9,7
2844,2,1,2,1,2,N,5,7
2845,1,N,2,1,2,N,N,3
2846,2,6,2,1,1,N,0,8
2847,2,6,2,1,2,N,7,8
2848,1,1,1,1,2,N,9,12
2849,6,1,2,1,1,N,7,10
2850,2,1,2,1,2,N,0,8
2851,1,1,2,1,1,N,7,9
2852,1,6,2,1,2,N,4,9
2853,9,1,2,1,1,N,9,11
2854,2,5,2,1,2,N,2,6
2855,2,6,1,1,1,N,1,4
2856,2,6,1,1,1,N,0,5
2857,1,1,2,1,1,N,4,5
2858,2,1,1,1,1,N,6,9
2859,2,6,1,1,1,N,1,5
2860,2,1,2,1,2,N,6,3
2861,1,6,2,1,2,N,4,10
2862,2,6,1,2,0,N,1,5
2863,1,1,1,1,1,N,8,5
2864,1,4,2,1,1,N,3,3
2865,1,N,2,1,1,N,N,2
2866,2,6,1,1,1,N,0,5
2867,2,6,1,1,2,N,4,4
2868,2,4,1,1,1,N,7,5
2869,2,2,1,1,1,N,9,8
2870,8,5,2,1,2,N,0,6
2871,3,1,2,1,1,N,1,7
2872,6,1,1,1,1,N,9,11
2873,1,1,1,1,1,N,9,10
2874,6,1,1,1,2,N,6,9
2875,1,1,2,1,1,N,5,5
2876,1,1,1,1,1,N,9,12
2877,6,N,1,1,1,N,N,3
2878,1,1,2,1,1,N,9,10
2879,3,1,1,1,1,N,0,6
2880,1,N,1,1,1,N,N,3
2881,2,6,1,2,0,N,2,6
2882,1,1,2,1,2,N,3,8
2883,1,6,2,1,2,N,9,9
2884,1,1,2,1,1,N,9,12
2885,3,6,1,1,2,N,0,4
2886,1,6,1,1,1,N,9,10
2887,1,3,2,1,2,N,4,5
2888,3,4,2,1,2,N,3,7
2889,3,6,1,1,2,N,3,5
2890,2,1,2,1,1,N,4,5
2891,1,6,1,1,2,N,4,7
2892,2,1,2,1,2,N,8,5
2893,1,6,2,1,2,N,2,6
2894,8,6,1,1,2,N,2,5
2895,1,4,2,1,1,N,7,7
2896,1,6,2,1,1,N,1,9
2897,1,6,1,1,1,N,8,10
2898,2,N,2,1,1,N,N,2
2899,1,6,2,1,1,N,4,5
2900,3,1,2,1,1,N,0,5
2901,3,6,1,1,1,N,4,4
2902,1,6,1,1,2,N,5,9
2903,2,1,2,1,2,N,4,5
2904,6,N,1,1,1,N,N,3
2905,2,5,1,1,1,N,6,7
2906,2,6,1,2,0,N,3,5
2907,6,1,2,1,2,N,0,4
2908,1,6,2,3,0,N,3,5
2909,2,4,1,1,1,N,4,7
2910,2,N,1,1,1,N,N,3
2911,1,N,1,1,2,N,N,N
2912,2,6,2,1,2,N,5,7
2913,2,1,1,1,2,N,0,5
2914,1,4,1,1,2,N,4,9
2915,1,1,1,1,2,N,9,9
2916,1,1,2,1,1,N,3,11
2917,1,1,2,1,1,N,1,9
2918,1,6,1,1,2,N,3,12
2919,1,6,2,1,2,N,1,8
2920,1,6,1,1,2,N,1,5
2921,1,4,2,1,1,N,5,6
2922,1,1,2,1,1,N,9,9
2923,1,N,2,1,1,N,N,3
2924,1,4,2,3,0,N,8,9
2925,6,6,2,1,2,N,8,10
2926,1,1,1,1,1,N,7,5
2927,2,1,1,1,2,N,8,9
2928,1,N,1,1,1,N,N,1
2929,1,6,1,1,1,N,1,5
2930,2,N,1,1,2,N,N,1
2931,1,6,2,1,2,N,2,9
2932,2,6,1,1,1,N,0,5
2933,1,1,1,1,1,N,8,9
2934,1,6,1,1,1,N,5,5
2935,1,1,2,1,1,N,0,7
2936,1,6,2,1,2,N,1,9
2937,2,N,2,1,2,N,N,3
2938,1,6,2,1,1,N,7,12
2939,1,6,1,1,2,N,1,9
2940,8,1,2,1,2,N,2,5
2941,2,6,1,1,2,N,1,4
2942,1,4,2,1,2,N,5,5
2943,1,3,1,1,1,N,3,5
2944,1,6,2,1,1,N,6,4
2945,1,6,2,1,2,N,0,3
2946,1,4,2,1,2,N,0,5
2947,1,6,1,1,1,N,7,10
2948,3,1,1,1,1,N,6,3
2949,1,1,1,1,2,N,9,9
2950,1,1,2,1,1,N,7,6
2951,2,1,2,1,2,N,4,7
2952,9,1,2,1,2,N,6,7
2953,1,1,2,1,2,N,9,9
2954,1,6,2,2,0,N,1,5
2955,1,1,1,1,1,N,4,5
2956,1,4,2,1,1,N,8,9
2957,1,6,2,1,1,N,0,9
2958,1,1,1,1,1,N,5,5
2959,1,5,1,1,2,N,2,7
2960,1,N,1,1,1,N,N,2
2961,6,6,1,1,2,N,3,3
2962,2,1,2,1,1,N,9,9
2963,1,N,2,1,1,N,N,2
2964,1,4,2,1,1,N,2,7
2965,1,1,1,1,1,5,9,12
2966,2,6,2,3,0,N,0,9
2967,1,6,2,1,2,N,6,9
2968,1,6,2,3,1,N,0,9
2969,1,1,2,1,1,N,0,9
2970,1,1,2,1,1,N,2,10
2971,2,6,2,1,2,N,1,4
2972,1,N,1,1,2,N,N,3
2973,1,4,1,1,1,N,3,6
2974,9,N,1,1,1,N,N,2
2975,6,1,2,1,1,N,9,10
2976,1,6,2,3,0,N,1,7
2977,1,1,1,1,1,N,2,5
2978,1,N,1,1,1,N,N,3
2979,1,4,2,3,0,N,0,7
2980,2,1,1,1,2,N,9,10
2981,1,6,2,1,2,N,2,7
2982,2,1,1,1,1,N,9,7
2983,6,2,2,1,1,N,5,12
2984,2,6,2,1,1,N,6,10
2985,1,1,1,1,1,N,9,10
2986,1,1,1,1,1,N,9,10
2987,2,6,2,1,2,N,2,5
2988,2,4,2,1,2,N,2,9
2989,1,6,1,1,1,N,7,8
2990,1,2,1,1,1,N,9,11
2991,1,6,2,1,2,N,2,9
2992,1,6,2,1,2,N,0,10
2993,6,6,1,1,1,N,7,11
2994,1,6,1,1,2,N,0,3
2995,1,6,1,1,1,N,6,5
2996,2,6,1,1,2,N,0,4
2997,1,6,1,1,2,N,1,9
2998,6,1,1,1,1,N,8,9
2999,1,4,1,1,1,N,8,10
3000,2,4,2,1,2,N,2,5
3001,2,1,1,1,2,N,1,7
3002,6,1,2,1,1,N,8,10
3003,6,1,1,1,2,N,6,9
3004,8,1,2,1,2,N,8,9
3005,1,4,2,1,1,N,3,9
3006,1,3,2,1,1,N,2,7
3007,2,1,2,1,1,N,8,10
3008,1,6,2,3,0,N,1,4
3009,1,4,1,1,1,N,3,12
3010,1,1,1,1,1,N,3,6
3011,1,3,2,1,1,N,4,9
3012,2,1,1,1,1,N,0,5
3013,1,6,1,3,0,N,0,7
3014,2,N,1,1,1,N,N,3
3015,1,2,1,1,1,N,3,5
3016,6,N,2,1,1,N,N,3
3017,2,6,2,1,2,N,0,6
3018,1,1,2,1,1,N,0,11
3019,2,6,1,1,1,N,7,7
3020,1,6,1,1,2,N,3,7
3021,1,1,1,1,1,N,9,9
3022,1,N,1,1,1,N,N,3
3023,6,3,2,1,1,N,0,4
3024,1,6,2,1,1,N,1,9
3025,1,1,2,1,1,N,9,9
3026,1,1,2,1,2,N,0,7
3027,1,N,2,1,1,N,N,3
3028,1,N,2,1,1,N,N,3
3029,1,1,1,1,1,N,4,7
3030,2,N,2,1,2,N,N,N
3031,1,6,2,1,2,N,6,9
3032,1,1,2,1,1,N,6,7
3033,2,6,1,1,2,N,4,5
3034,1,N,2,1,1,N,N,3
3035,1,N,2,1,1,N,N,3
3036,1,1,2,1,1,N,5,6
3037,1,5,2,1,2,N,2,9
3038,2,6,1,1,2,N,2,7
3039,9,1,2,1,1,N,6,10
3040,6,2,2,1,2,N,0,10
3041,1,6,1,1,2,N,1,4
3042,2,N,2,1,2,N,N,3
3043,1,1,2,1,1,N,6,8
3044,1,1,2,1,1,N,7,12
3045,1,6,2,1,2,N,5,9
3046,2,1,2,1,2,N,3,5
3047,2,6,2,1,2,N,6,10
3048,2,1,1,1,1,N,8,9
3049,1,1,1,1,1,N,2,5
3050,1,1,1,1,1,N,8,5
3051,2,3,1,1,2,3,3,6
3052,1,1,2,1,1,N,8,5
3053,2,6,1,1,2,N,5,7
3054,1,6,1,1,2,N,0,7
3055,2,6,1,1,2,6,4,9
3056,1,6,2,1,1,N,9,12
3057,1,1,1,1,1,N,9,6
3058,2,6,1,1,2,N,0,8
3059,1,1,2,1,2,N,9,9
3060,1,6,1,1,1,N,0,7
3061,2,6,2,1,2,N,0,9
3062,2,1,2,1,1,N,6,10
3063,6,N,2,1,2,N,N,N
3064,1,1,1,1,1,N,9,9
3065,2,1,1,1,1,N,5,7
3066,9,1,1,1,1,N,2,4
3067,2,6,1,1,2,N,5,8
3068,1,N,1,1,2,N,N,N
3069,1,6,2,1,2,N,3,9
3070,1,4,1,1,1,N,5,7
3071,1,N,1,1,1,N,N,3
3072,1,6,1,1,1,N,7,9
3073,1,6,2,1,1,N,0,4
3074,3,6,1,1,1,N,0,4
3075,2,4,2,1,2,N,7,8
3076,1,6,2,1,1,N,0,3
3077,9,N,1,1,1,N,N,N
3078,1,6,1,1,2,N,1,7
3079,6,1,2,1,1,N,0,11
3080,1,6,2,1,2,N,4,12
3081,1,4,1,1,1,N,8,9
3082,1,1,2,1,1,N,2,7
3083,9,N,1,1,2,N,N,2
3084,2,5,1,1,2,5,3,5
3085,2,N,2,1,1,N,N,N
3086,2,6,2,1,2,N,6,9
3087,6,N,1,1,1,N,N,N
3088,2,6,1,1,1,N,0,4
3089,3,N,1,1,1,N,N,1
3090,6,6,1,3,0,3,0,7
3091,6,6,1,1,2,N,9,11
3092,6,N,2,1,2,N,N,3
3093,2,6,2,1,1,N,5,5
3094,1,1,2,1,2,N,8,9
3095,1,1,1,1,1,N,9,12
3096,1,1,2,1,1,N,8,9
3097,6,1,2,1,1,N,9,9
3098,1,1,1,1,1,N,6,9
3099,1,1,1,1,2,N,4,1
3100,2,N,2,1,2,N,N,3
3101,6,1,2,1,1,N,0,5
3102,1,N,1,1,1,N,N,2
3103,3,4,2,1,2,N,2,4
3104,1,N,2,1,1,N,N,2
3105,3,6,2,1,2,N,7,1
3106,2,6,1,1,1,N,5,5
3107,2,6,2,1,2,N,5,5
3108,1,N,1,1,2,N,N,3
3109,1,N,1,1,2,N,N,1
3110,1,N,1,1,1,N,N,3
3111,1,1,1,1,2,N,3,6
3112,1,4,1,1,1,N,7,9
3113,1,6,2,1,1,N,2,7
3114,2,4,2,1,2,N,2,1
3115,1,1,1,1,1,N,8,8
3116,1,6,1,1,2,N,7,9
3117,1,6,2,1,2,N,0,9
3118,1,6,2,2,0,N,0,4
3119,2,6,2,1,2,N,5,7
3120,6,1,1,1,1,N,3,5
3121,1,1,1,1,1,N,9,11
3122,1,1,2,1,1,N,0,4
3123,1,6,2,1,2,N,4,10
3124,1,6,1,1,2,N,6,9
3125,1,3,2,1,1,N,3,5
3126,1,1,2,1,1,N,8,12
3127,1,1,1,1,1,N,1,7
3128,2,N,1,1,1,N,N,1
3129,2,5,2,1,2,N,7,5
3130,1,6,1,1,2,N,2,7
3131,1,1,2,1,1,N,9,11
3132,1,2,1,1,1,N,8,9
3133,1,6,1,1,2,N,3,9
3134,1,3,1,1,1,N,2,6
3135,6,1,2,1,1,N,0,9
3136,2,1,2,1,2,N,1,7
3137,1,1,1,1,1,2,9,12
3138,1,6,2,1,2,N,1,10
3139,1,N,1,1,1,N,N,3
3140,2,6,2,1,1,N,7,10
3141,1,1,2,1,1,N,8,5
3142,6,4,1,1,1,N,9,12
3143,1,1,1,1,1,N,9,11
3144,1,1,1,1,1,N,9,9
3145,1,1,1,1,2,N,7,10
3146,4,5,2,1,1,N,4,9
3147,9,3,1,1,2,N,2,5
3148,1,4,1,1,1,N,6,9
3149,1,5,1,1,1,N,1,5
3150,1,1,2,1,1,N,3,7
3151,1,6,1,1,1,N,1,4
3152,1,N,1,1,1,N,N,3
3153,1,1,2,1,2,N,2,9
3154,1,1,1,1,1,N,9,9
3155,1,6,1,1,2,N,1,7
3156,1,1,2,1,1,N,9,11
3157,6,6,1,1,1,N,0,4
3158,1,6,2,1,1,N,0,4
3159,6,N,2,1,1,N,N,3
3160,3,6,2,1,1,N,0,4
3161,2,N,2,1,2,N,N,3
3162,2,3,2,1,1,N,5,7
3163,1,N,2,1,1,N,N,N
3164,1,1,1,1,1,N,9,7
3165,3,N,1,1,1,N,N,1
3166,2,1,1,1,1,N,5,6
3167,1,6,1,1,2,N,8,9
3168,2,6,2,1,2,N,7,4
3169,3,6,1,1,2,N,2,7
3170,2,6,1,1,2,N,3,6
3171,2,1,1,1,1,N,0,6
3172,1,6,1,3,0,N,2,9
3173,1,3,2,1,2,N,7,11
3174,1,1,2,1,1,N,3,10
3175,2,5,2,1,2,N,5,6
3176,1,1,1,1,1,N,9,10
3177,1,4,2,1,1,N,3,9
3178,1,6,1,1,1,N,7,11
3179,1,1,1,1,1,N,9,12
3180,1,1,2,1,1,N,0,6
3181,9,6,2,1,1,N,9,11
3182,1,N,2,1,1,N,N,N
3183,2,6,1,2,0,N,0,4
3184,2,2,1,1,2,N,7,4
3185,1,1,2,1,1,N,4,12
3186,1,4,1,1,1,N,9,11
3187,1,N,2,1,2,N,N,3
3188,1,1,2,1,1,N,8,11
3189,1,6,2,1,1,N,0,5
3190,2,6,2,2,0,N,0,6
3191,1,4,1,1,1,N,9,10
3192,1,6,1,1,1,N,8,9
3193,1,6,1,1,1,N,4,5
3194,1,1,1,1,1,2,9,11
3195,1,5,1,1,2,N,4,10
3196,1,6,1,1,2,N,1,7
3197,2,N,2,1,2,N,N,2
3198,1,1,2,1,1,N,6,7
3199,6,1,2,1,2,N,7,11
3200,1,1,1,1,1,4,7,5
3201,1,1,2,1,1,N,8,9
3202,1,6,2,3,0,N,0,7
3203,6,1,2,1,1,N,2,11
3204,9,N,2,1,2,N,N,2
3205,1,1,2,1,1,N,6,12
3206,1,1,1,1,2,N,7,11
3207,9,6,2,1,2,N,3,8
3208,5,6,1,1,2,N,5,8
3209,3,6,1,1,2,N,5,7
3210,2,6,1,1,2,N,2,7
3211,2,4,2,1,2,N,1,7
3212,1,6,1,1,2,N,1,9
3213,6,1,2,1,1,N,9,11
3214,3,6,2,1,1,N,0,4
3215,1,6,2,1,2,N,2,6
3216,1,6,1,1,2,N,0,4
3217,1,1,2,1,1,N,1,4
3218,2,1,1,1,1,N,9,10
3219,2,1,1,1,2,N,7,5
3220,1,6,1,1,1,N,9,12
3221,3,1,2,1,1,N,0,5
3222,1,6,1,1,1,N,6,4
3223,2,1,2,1,1,N,0,5
3224,1,1,1,1,2,N,3,5
3225,9,N,2,1,1,N,N,3
3226,2,6,1,1,2,N,1,1
3227,1,6,2,1,2,N,4,7
3228,2,5,2,1,1,N,2,5
3229,1,6,1,1,2,N,4,5
3230,1,N,2,1,1,N,N,2
3231,1,1,1,1,1,N,6,9
3232,6,4,1,1,2,N,4,3
3233,1,1,2,1,1,N,3,9
3234,1,N,1,1,1,N,N,1
3235,1,1,1,1,1,N,8,9
3236,1,6,1,1,1,N,9,12
3237,2,6,1,1,2,N,0,3
3238,1,4,1,1,1,N,8,5
3239,1,1,2,1,1,N,5,9
3240,6,1,1,1,1,N,9,12
3241,2,6,2,1,2,N,0,7
3242,1,N,1,1,2,N,N,N
3243,6,1,2,1,2,N,5,9
3244,6,6,2,1,2,N,5,9
3245,1,6,2,1,1,N,4,8
3246,2,6,2,1,2,N,6,7
3247,1,N,1,1,2,N,N,3
3248,5,6,1,3,0,N,1,5
3249,2,6,2,1,2,N,4,7
3250,2,6,2,1,2,N,9,9
3251,1,N,1,1,1,N,N,3
3252,1,6,2,1,2,N,2,9
3253,1,6,2,1,2,N,9,9
3254,9,6,1,1,1,N,6,9
3255,1,6,2,1,2,N,3,9
3256,1,N,2,1,1,N,N,1
3257,1,1,1,1,1,N,7,5
3258,1,6,1,1,1,N,6,10
3259,9,N,1,1,2,N,N,3
3260,1,1,1,1,1,N,9,9
3261,1,1,2,1,1,N,4,6
3262,1,1,1,1,1,N,8,11
3263,2,1,2,1,2,N,2,5
3264,3,6,1,1,2,N,1,4
3265,2,5,2,1,2,N,3,7
3266,2,6,2,1,2,N,6,9
3267,1,6,2,1,2,N,5,9
3268,1,1,1,1,2,N,5,5
3269,1,N,1,1,1,N,N,3
3270,6,1,2,1,1,N,8,10
3271,2,5,1,2,0,N,3,5
3272,2,1,2,1,2,N,5,9
3273,6,6,1,1,2,N,0,9
3274,1,N,1,1,1,N,N,3
3275,1,1,2,1,2,N,0,7
3276,1,N,1,1,2,N,N,N
3277,1,6,1,3,0,N,7,7
3278,1,N,2,1,1,N,N,3
3279,6,6,1,1,2,N,0,3
3280,3,6,1,1,1,N,5,7
3281,1,1,1,1,1,N,6,7
3282,6,N,2,1,2,N,N,N
3283,1,N,1,1,1,N,N,3
3284,6,2,2,2,0,N,2,9
3285,1,1,2,1,2,N,4,8
3286,2,6,1,1,2,N,1,7
3287,1,6,1,3,0,N,1,7
3288,6,1,1,1,1,N,8,7
3289,2,6,2,1,2,N,1,11
3290,2,N,2,1,2,N,N,2
3291,1,6,2,1,2,N,2,8
3292,8,4,1,1,1,N,3,6
3293,1,1,2,1,1,N,9,11
3294,6,1,2,1,1,N,4,5
3295,1,1,2,1,1,N,0,9
3296,1,6,2,1,1,N,1,10
3297,6,4,1,1,2,4,9,9
3298,6,1,1,1,1,N,7,9
3299,1,N,1,1,1,N,N,3
3300,1,4,2,1,2,N,1,9
3301,1,6,2,1,1,N,0,4
3302,2,6,2,1,2,N,4,4
3303,1,6,1,3,0,N,1,5
3304,1,1,2,1,2,N,9,10
3305,1,N,1,1,2,N,N,3
3306,1,1,1,1,1,N,8,11
3307,2,4,1,1,2,N,5,5
3308,1,1,1,1,1,N,9,10
3309,1,6,1,3,0,N,9,7
3310,1,6,2,1,1,N,8,10
3311,1,1,2,1,1,N,5,5
3312,1,6,1,1,1,N,8,9
3313,1,1,2,1,1,N,9,9
3314,1,N,1,1,1,N,N,2
3315,6,2,2,3,0,N,3,7
3316,2,6,1,1,1,N,9,9
3317,6,6,2,3,0,N,0,7
3318,1,N,2,1,1,N,N,2
3319,1,1,2,1,2,N,0,5
3320,8,1,2,1,2,N,3,5
3321,1,N,1,1,1,N,N,3
3322,8,6,1,1,2,N,3,4
3323,2,1,1,1,2,N,5,10
3324,1,1,2,1,2,N,0,11
3325,2,1,1,1,1,N,0,7
3326,2,6,1,1,2,N,2,7
3327,1,N,1,1,1,N,N,3
3328,1,1,2,1,1,N,7,9
3329,6,6,1,1,1,N,5,4
3330,1,3,1,1,1,3,6,9
3331,2,3,1,1,1,N,9,9
3332,1,6,1,3,0,N,2,7
3333,1,1,1,1,1,N,7,10
3334,1,6,1,1,1,N,0,4
3335,5,N,1,1,2,N,N,N
3336,9,6,1,1,1,N,8,9
3337,2,N,1,1,1,N,N,3
3338,8,1,1,1,2,N,0,8
3339,1,4,2,1,2,N,9,7
3340,1,6,1,1,1,N,1,5
3341,1,N,2,1,1,N,N,3
3342,1,1,1,1,1,N,7,9
