,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
477,10,0,10,1,1,0,48-02516,2,2,8,0.0
478,5,1,6,1,2,5,48-02101,1,2,1,0.0
479,9,0,9,6,2,8,48-02101,1,1,8,100.0
480,5,0,5,1,1,2,48-02507,1,2,7,0.0
481,5,0,N,4,2,2,48-02101,1,1,5,0.0
482,7,0,16,1,2,4,48-02101,1,1,9,0.0
483,4,1,6,6,1,1,48-02516,1,1,0,0.0
484,9,0,11,3,1,8,48-02510,1,2,8,100.0
485,6,0,6,4,1,7,48-02515,1,1,6,0.0
486,5,0,15,6,1,1,48-02102,1,1,4,0.0
487,6,1,6,1,1,4,48-02101,1,1,5,0.0
488,5,4,N,6,1,0,48-02510,1,2,3,0.0
489,7,0,12,5,2,6,48-02516,1,2,6,100.0
490,5,0,14,6,1,2,48-02101,9,2,2,100.0
491,9,0,11,1,2,7,48-02102,1,2,7,100.0
492,8,0,6,6,1,7,48-02101,1,1,5,0.0
493,9,1,9,1,1,9,48-02516,1,1,9,100.0
494,10,0,11,1,2,7,48-02102,1,1,6,0.0
495,7,0,4,6,2,4,48-02515,1,2,4,100.0
496,8,0,5,1,1,9,48-02515,1,1,5,0.0
497,7,0,15,3,1,7,48-02515,1,2,7,100.0
498,7,0,N,4,0,1,48-02102,1,1,0,0.0
499,5,0,4,1,1,6,48-02101,2,1,9,0.0
500,5,0,N,3,2,5,48-02515,1,2,8,0.0
501,7,1,14,1,2,4,48-02515,1,2,4,100.0
502,5,0,5,4,1,7,48-02101,1,1,5,0.0
503,9,0,14,1,2,6,48-02507,1,1,0,0.0
504,3,1,N,N,1,N,48-02510,8,1,N,100.0
505,7,1,11,1,1,3,48-02515,1,2,1,0.0
506,7,0,6,6,2,4,48-02102,1,2,1,0.0
507,10,0,9,1,1,9,48-02101,1,2,7,0.0
508,9,1,9,1,1,8,48-02101,1,2,6,0.0
509,4,4,N,6,1,2,48-02516,1,2,0,0.0
510,10,0,15,1,1,2,48-02516,1,2,7,0.0
511,9,0,12,1,1,0,48-02516,6,2,7,0.0
512,7,1,14,6,1,4,48-02507,8,1,3,0.0
513,5,0,9,1,1,6,48-02510,1,1,9,0.0
514,5,0,5,6,2,8,48-02515,1,1,5,0.0
515,4,1,N,6,1,3,48-02510,1,1,0,0.0
516,9,1,16,1,1,7,48-02507,1,1,8,0.0
517,10,0,12,1,1,8,48-02507,1,1,9,0.0
518,3,0,N,N,2,N,48-02101,9,2,N,100.0
519,9,0,5,1,1,9,48-02515,1,2,9,100.0
520,3,0,N,6,1,3,48-02507,1,1,0,0.0
521,5,0,9,1,1,7,48-02101,2,1,6,0.0
522,5,0,10,1,1,5,48-02507,1,1,4,0.0
523,5,1,N,6,1,0,48-02101,8,2,0,100.0
524,9,0,14,1,1,2,48-02507,6,2,0,0.0
525,7,0,11,6,1,7,48-02101,1,2,1,0.0
526,3,1,N,1,1,0,48-02101,8,2,0,100.0
527,7,0,10,1,2,6,48-02102,1,1,3,0.0
528,9,0,15,4,1,4,48-02102,1,2,7,0.0
529,5,0,4,4,2,9,48-02101,1,1,4,0.0
530,10,0,16,1,1,8,48-02102,1,2,5,0.0
531,7,0,N,6,0,4,48-02102,1,1,0,0.0
532,4,4,N,1,1,3,48-02516,1,1,1,0.0
533,7,0,7,1,1,6,48-02510,2,2,9,0.0
534,8,0,14,1,1,3,48-02510,1,1,8,0.0
535,4,0,N,1,2,4,48-02101,1,2,0,0.0
536,7,0,14,4,1,3,48-02101,1,2,5,0.0
537,2,1,N,N,2,N,48-02515,1,1,N,100.0
538,2,1,N,N,2,N,48-02102,1,2,N,100.0
539,9,0,15,6,2,0,48-02507,2,1,5,0.0
540,10,0,9,4,1,9,48-02507,1,2,5,0.0
541,5,0,9,1,1,3,48-02507,1,1,5,0.0
542,7,0,14,1,1,5,48-02101,2,2,5,100.0
543,5,0,15,1,1,4,48-02102,1,1,7,0.0
544,3,0,N,6,1,0,48-02515,1,2,0,100.0
545,8,0,11,6,1,3,48-02101,1,2,0,0.0
546,11,0,10,1,1,9,48-02515,1,2,9,100.0
547,8,0,N,4,2,0,48-02102,1,2,4,0.0
548,4,0,N,1,2,0,48-02516,1,1,2,0.0
549,4,1,N,3,1,4,48-02101,1,2,3,0.0
550,4,1,4,6,1,7,48-02101,1,1,2,0.0
551,4,0,5,1,1,5,48-02515,1,1,6,0.0
552,9,0,14,1,1,7,48-02516,1,1,7,100.0
553,7,0,12,5,2,2,48-02101,2,2,2,100.0
554,7,0,15,1,1,3,48-02515,1,2,7,0.0
555,7,0,10,4,1,7,48-02507,1,1,8,0.0
556,11,0,N,1,1,2,48-02101,1,2,3,0.0
557,7,0,10,1,1,7,48-02507,2,2,6,0.0
558,7,0,12,4,1,7,48-02510,1,2,7,100.0
559,8,0,3,1,1,6,48-02516,1,1,7,0.0
560,7,0,7,1,2,6,48-02507,2,1,0,0.0
561,3,0,N,3,1,1,48-02515,1,2,3,0.0
562,10,0,10,6,1,6,48-02102,1,1,4,0.0
563,9,0,N,4,1,7,48-02101,1,1,3,0.0
564,7,0,7,6,1,3,48-02507,2,2,1,0.0
565,7,0,N,1,2,6,48-02516,1,1,7,0.0
566,3,0,N,6,2,0,48-02507,1,2,0,100.0
567,9,0,N,4,1,7,48-02507,1,1,6,0.0
568,5,0,N,3,1,6,48-02507,6,2,5,0.0
569,2,1,N,N,1,N,48-02515,9,1,N,100.0
570,3,1,6,1,1,3,48-02101,1,2,3,100.0
571,5,0,7,1,2,7,48-02515,1,2,8,0.0
572,1,1,N,N,1,N,48-02101,8,1,N,100.0
573,4,0,11,6,1,0,48-02102,1,2,1,0.0
574,8,0,9,1,1,9,48-02515,1,2,7,0.0
575,8,0,2,1,1,4,48-02101,1,1,6,0.0
576,5,0,14,1,1,8,48-02507,1,1,6,0.0
577,4,0,10,1,1,0,48-02102,1,2,5,0.0
578,7,0,1,1,1,9,48-02510,1,1,9,100.0
579,5,1,10,1,1,6,48-02516,1,1,6,100.0
580,7,0,5,4,1,1,48-02516,1,2,8,0.0
581,7,0,4,4,2,5,48-02515,1,2,7,0.0
582,9,0,1,6,1,8,48-02102,1,1,7,0.0
583,5,1,N,1,1,6,48-02102,1,1,0,0.0
584,5,0,N,3,1,7,48-02515,1,1,0,0.0
585,N,1,N,N,1,N,48-02102,8,1,N,100.0
586,5,1,12,1,2,6,48-02102,1,2,6,100.0
587,5,1,10,6,2,2,48-02507,1,1,3,0.0
588,9,0,10,1,2,9,48-02101,1,1,8,0.0
